asset_id,asset_number,asset_type,asset_description,make,model,year,vin,address,city,state,estimated_value,condition,last_inspection_date
AST42346036,AN31729047,Vehicle,Insured asset,Toyota,ModelY,2007,VIN56498268,122 Pine St,Boston,TX,36740.5,Excellent,2020-06-26
AST37153397,AN79401786,Property,Insured asset,N/A,Truck,2005,VIN93070574,447 Pine St,Dallas,CA,183352.62,Good,2024-10-18
AST25861517,AN39836461,Equipment,Insured asset,Ford,Sedan,2020,VIN25323874,433 Pine St,Austin,TX,160275.38,Poor,2018-03-11
AST92954095,AN67852550,Vehicle,Insured asset,Ford,ModelY,2005,VIN86915318,218 Pine St,San Jose,MA,198881.91,Fair,2021-08-23
AST77272367,AN20889080,Vehicle,Insured asset,Honda,Sedan,1996,VIN28334368,282 Pine St,San Jose,CA,176179.58,Excellent,2021-04-26
AST23416530,AN75336298,Vehicle,Insured asset,Ford,Truck,2016,VIN73703606,137 Pine St,Dallas,TX,169241.14,Good,2020-06-26
AST81118656,AN71543686,Equipment,Insured asset,Ford,ModelX,2012,VIN50401587,929 Pine St,Miami,CA,111557.84,Fair,2020-06-02
AST23236222,AN25534611,Vehicle,Insured asset,Honda,ModelX,2015,VIN19683187,982 Pine St,Chicago,NY,47335.16,Excellent,2019-12-08
AST35681035,AN65074234,Vehicle,Insured asset,Honda,ModelY,2013,VIN64715063,530 Pine St,San Jose,CA,102605.53,Good,2023-11-16
AST83448473,AN24767441,Property,Insured asset,N/A,ModelX,2002,VIN93792254,311 Pine St,Austin,WA,161076.91,Excellent,2021-09-16
AST27147436,AN00455977,Equipment,Insured asset,Toyota,ModelY,1995,VIN50525081,503 Pine St,Dallas,TX,56226.8,Excellent,2018-06-20
AST45066937,AN09378259,Equipment,Insured asset,N/A,ModelY,2025,VIN48184242,162 Pine St,Miami,CA,88714.27,Good,2022-07-05
AST88110587,AN80775603,Property,Insured asset,Honda,ModelX,1997,VIN83980923,784 Pine St,Seattle,NY,126027.82,Excellent,2025-01-05
AST79256431,AN65215114,Equipment,Insured asset,N/A,ModelX,2008,VIN41702009,418 Pine St,Seattle,CA,51131.46,Poor,2019-06-07
AST01565389,AN10310062,Equipment,Insured asset,Toyota,ModelY,2008,VIN97898479,297 Pine St,Boston,FL,8629.82,Poor,2022-05-30
AST24208393,AN81165434,Property,Insured asset,Honda,Truck,2007,VIN84010225,384 Pine St,San Jose,NY,56698.27,Excellent,2018-04-15
AST66664432,AN44112169,Property,Insured asset,Honda,Truck,2004,VIN93499076,524 Pine St,Miami,TX,244255.13,Good,2024-02-24
AST05553288,AN22535474,Equipment,Insured asset,Honda,ModelY,1999,VIN38771471,357 Pine St,Chicago,CA,48895.97,Good,2025-11-17
AST73797530,AN42309305,Equipment,Insured asset,Ford,Sedan,1999,VIN42214566,355 Pine St,Miami,NY,110910.18,Fair,2025-11-13
AST17372710,AN50971438,Property,Insured asset,Honda,ModelY,2001,VIN44369246,168 Pine St,Dallas,WA,100881.61,Good,2018-12-25
AST88114414,AN32151698,Vehicle,Insured asset,Honda,ModelX,2015,VIN66690437,323 Pine St,Boston,TX,227965.97,Good,2019-03-27
AST87591440,AN50423184,Property,Insured asset,Toyota,ModelY,2023,VIN73606002,690 Pine St,Seattle,MA,98075.61,Excellent,2022-05-11
AST28371079,AN94252960,Vehicle,Insured asset,Honda,Truck,2007,VIN66282167,515 Pine St,Seattle,TX,182210.92,Good,2023-09-08
AST33678131,AN69595908,Equipment,Insured asset,Toyota,ModelX,2018,VIN02828792,551 Pine St,Chicago,MA,7718.9,Fair,2023-05-31
AST93620498,AN20696428,Property,Insured asset,Toyota,Sedan,2018,VIN59076332,992 Pine St,Miami,CA,88156.02,Poor,2024-07-19
AST32981983,AN14298684,Vehicle,Insured asset,Ford,ModelY,2006,VIN10091587,337 Pine St,Boston,CA,125963.74,Fair,2020-02-24
AST69306745,AN95307883,Equipment,Insured asset,Toyota,Truck,2011,VIN57848886,217 Pine St,Miami,TX,73334.88,Good,2020-10-08
AST39829276,AN46974219,Property,Insured asset,Honda,Truck,2010,VIN09758527,124 Pine St,Austin,CA,224512.51,Good,2025-09-21
AST78191869,AN04413345,Vehicle,Insured asset,Honda,Sedan,2021,VIN28035620,983 Pine St,Dallas,MA,201286.8,Poor,2025-01-13
AST16480413,AN55875076,Equipment,Insured asset,N/A,ModelY,2004,VIN77860132,903 Pine St,Miami,IL,8942.09,Good,2021-04-11
AST19423979,AN13608452,Equipment,Insured asset,Honda,ModelX,1995,VIN68731611,577 Pine St,Austin,NY,192100.53,Poor,2021-12-01
AST34018315,AN49785264,Vehicle,Insured asset,Ford,ModelY,2000,VIN28886900,304 Pine St,Boston,NY,166233.32,Fair,2019-07-16
AST81023010,AN01053636,Property,Insured asset,N/A,ModelX,2017,VIN69915341,163 Pine St,Miami,TX,65936.16,Good,2024-01-03
AST41022623,AN65693179,Equipment,Insured asset,N/A,Truck,2016,VIN82715377,405 Pine St,Seattle,TX,233578.34,Fair,2021-08-10
AST96802198,AN49463222,Property,Insured asset,N/A,Sedan,2020,VIN58084206,277 Pine St,Miami,IL,107017.77,Excellent,2024-04-10
AST12609949,AN01062024,Property,Insured asset,Honda,ModelX,2004,VIN05673167,651 Pine St,Miami,WA,150619.79,Good,2024-10-09
AST98195811,AN64521473,Vehicle,Insured asset,Honda,Truck,2014,VIN01191461,120 Pine St,San Jose,WA,60000.11,Good,2021-06-20
AST49170370,AN82723441,Property,Insured asset,Toyota,Sedan,2011,VIN27022238,789 Pine St,San Jose,NY,232297.83,Poor,2020-06-18
AST14925110,AN26047907,Equipment,Insured asset,Ford,ModelY,2008,VIN14923522,983 Pine St,Miami,WA,94987.56,Good,2021-02-14
AST04073052,AN22488643,Vehicle,Insured asset,N/A,ModelX,2021,VIN61448749,386 Pine St,Dallas,MA,41934.46,Poor,2021-12-20
AST55252242,AN06055758,Equipment,Insured asset,Toyota,Truck,1996,VIN28411955,709 Pine St,Dallas,CA,181353.89,Poor,2021-12-30
AST61578933,AN65649563,Equipment,Insured asset,N/A,ModelX,2018,VIN37922603,994 Pine St,San Jose,IL,113500.32,Poor,2023-07-07
AST67565886,AN68053706,Property,Insured asset,Toyota,Truck,2020,VIN08265351,165 Pine St,Dallas,FL,231384.39,Good,2019-05-05
AST01634340,AN63459548,Vehicle,Insured asset,Toyota,Truck,2004,VIN89150066,486 Pine St,Dallas,WA,62644.43,Excellent,2018-02-17
AST25283040,AN57847152,Property,Insured asset,Ford,ModelX,2024,VIN82140167,479 Pine St,Seattle,NY,184004.58,Fair,2024-10-18
AST34292412,AN39771611,Equipment,Insured asset,Ford,ModelY,2006,VIN84669713,758 Pine St,Chicago,IL,149391.09,Excellent,2025-04-06
AST49368789,AN96938654,Property,Insured asset,N/A,ModelY,2025,VIN01936701,849 Pine St,San Jose,TX,175148.45,Good,2020-10-06
AST24695435,AN37397926,Equipment,Insured asset,Toyota,Sedan,2010,VIN71726050,493 Pine St,Boston,FL,222151.07,Poor,2024-06-28
AST99021634,AN45057412,Property,Insured asset,N/A,ModelY,2015,VIN88248459,865 Pine St,Boston,NY,101547.87,Good,2023-10-29
AST60354881,AN68722548,Equipment,Insured asset,Ford,Truck,2006,VIN59259531,601 Pine St,Seattle,TX,181499.45,Excellent,2021-02-04
AST24578509,AN97526291,Property,Insured asset,N/A,Truck,2013,VIN19572952,579 Pine St,San Jose,MA,7496.09,Good,2025-06-27
AST60333510,AN07674120,Equipment,Insured asset,N/A,Truck,2019,VIN71556840,340 Pine St,Dallas,MA,227335.1,Fair,2025-04-08
AST79180673,AN41954462,Equipment,Insured asset,N/A,Truck,1998,VIN22701945,846 Pine St,San Jose,MA,158836.9,Good,2022-12-01
AST97974733,AN89710989,Vehicle,Insured asset,N/A,Truck,2009,VIN35384312,188 Pine St,Dallas,NY,115008.43,Good,2024-07-26
AST27915284,AN22471867,Property,Insured asset,Toyota,Sedan,2015,VIN87829488,337 Pine St,Dallas,TX,82531.41,Good,2022-12-28
AST72480929,AN58440753,Property,Insured asset,Toyota,ModelX,2008,VIN72435502,180 Pine St,Miami,TX,200973.36,Good,2022-05-21
AST87556120,AN92430002,Vehicle,Insured asset,N/A,ModelY,2001,VIN69148646,326 Pine St,Austin,CA,175452.65,Poor,2022-01-10
AST52319357,AN29700626,Equipment,Insured asset,Honda,ModelX,2004,VIN78767127,890 Pine St,Boston,CA,241328.67,Good,2025-03-20
AST56033644,AN27473134,Equipment,Insured asset,Honda,Truck,2022,VIN98099832,102 Pine St,Chicago,WA,234174.73,Excellent,2024-07-03
AST41283096,AN07668790,Property,Insured asset,Honda,Sedan,2020,VIN54847883,797 Pine St,San Jose,WA,224582.44,Good,2023-02-20
AST23605177,AN14415433,Equipment,Insured asset,Ford,ModelX,2004,VIN34744139,429 Pine St,Boston,MA,237748.87,Poor,2025-08-23
AST46075610,AN55467273,Vehicle,Insured asset,Ford,ModelX,2018,VIN36923072,811 Pine St,Boston,IL,62083.62,Poor,2024-05-24
AST69969573,AN96758307,Property,Insured asset,Toyota,Sedan,2003,VIN57638575,731 Pine St,Chicago,TX,175624.13,Poor,2024-08-27
AST28578809,AN39107589,Vehicle,Insured asset,Toyota,ModelY,2022,VIN25355746,913 Pine St,San Jose,MA,118133.8,Excellent,2022-09-12
AST95741007,AN09529090,Vehicle,Insured asset,Ford,Truck,2008,VIN93134552,553 Pine St,Seattle,TX,5787.62,Fair,2021-09-04
AST42961529,AN23149771,Equipment,Insured asset,Honda,Truck,2015,VIN40349756,792 Pine St,Seattle,IL,88740.05,Poor,2018-10-17
AST05933837,AN91006844,Equipment,Insured asset,Ford,Truck,2004,VIN49558477,370 Pine St,Austin,WA,47709.25,Fair,2020-03-09
AST09771801,AN11571494,Vehicle,Insured asset,N/A,ModelY,2006,VIN16318870,968 Pine St,Austin,TX,156478.74,Poor,2019-11-26
AST85145147,AN04612216,Property,Insured asset,N/A,ModelY,2006,VIN06969373,568 Pine St,Chicago,FL,19565.07,Excellent,2018-11-15
AST96570711,AN36947850,Equipment,Insured asset,Honda,ModelY,2001,VIN68155728,553 Pine St,San Jose,TX,125122.26,Excellent,2021-05-22
AST89472044,AN25741203,Property,Insured asset,N/A,Truck,2013,VIN57090016,891 Pine St,Miami,IL,69687.28,Good,2024-08-30
AST60198757,AN57384386,Equipment,Insured asset,Honda,Sedan,2024,VIN05486503,742 Pine St,Miami,WA,185895.7,Fair,2019-05-17
AST24548187,AN23181978,Vehicle,Insured asset,N/A,Sedan,2004,VIN29051914,761 Pine St,Chicago,CA,48799.79,Poor,2018-09-20
AST19152792,AN52103948,Vehicle,Insured asset,Honda,Truck,2007,VIN25040369,403 Pine St,Austin,WA,246587.05,Poor,2022-07-27
AST19560460,AN86788912,Vehicle,Insured asset,N/A,Truck,2020,VIN11493512,377 Pine St,Dallas,NY,239472.96,Good,2024-11-16
AST78638350,AN81964245,Equipment,Insured asset,N/A,ModelY,2025,VIN02003042,555 Pine St,San Jose,NY,23048.02,Fair,2025-09-30
AST55545713,AN51532828,Vehicle,Insured asset,Honda,ModelX,2007,VIN57839679,536 Pine St,San Jose,NY,6795.54,Fair,2023-10-31
AST20108139,AN70875562,Property,Insured asset,N/A,Sedan,2023,VIN05721786,379 Pine St,Chicago,TX,208377.94,Fair,2021-09-14
AST61299569,AN16992163,Property,Insured asset,Honda,ModelX,2018,VIN32335960,958 Pine St,Dallas,CA,71704.37,Fair,2022-08-21
AST97320923,AN75203766,Property,Insured asset,Ford,Truck,2014,VIN09920792,509 Pine St,Boston,TX,246713.6,Good,2019-01-26
AST90960056,AN38925313,Vehicle,Insured asset,Ford,ModelY,2000,VIN74847498,774 Pine St,Boston,MA,169740.36,Poor,2021-01-10
AST51318608,AN69297208,Equipment,Insured asset,Honda,Sedan,2020,VIN00423022,893 Pine St,Chicago,IL,226933.68,Excellent,2019-05-25
AST69003569,AN31108931,Property,Insured asset,Toyota,ModelX,2005,VIN94461948,478 Pine St,Austin,IL,59493.22,Excellent,2020-02-20
AST18140845,AN89555077,Property,Insured asset,Toyota,ModelY,2017,VIN69850939,522 Pine St,Miami,WA,9365.67,Excellent,2024-06-22
AST41500590,AN75384460,Vehicle,Insured asset,Honda,Truck,1996,VIN93711188,898 Pine St,Chicago,WA,112381.03,Fair,2020-07-20
AST33928168,AN48701420,Vehicle,Insured asset,Toyota,ModelY,2018,VIN26294262,572 Pine St,Boston,FL,210328.35,Fair,2019-10-28
AST97939186,AN87984368,Equipment,Insured asset,N/A,Sedan,1999,VIN05607640,706 Pine St,Chicago,CA,193227.27,Fair,2021-01-23
AST03086170,AN22185809,Vehicle,Insured asset,Honda,Sedan,2018,VIN50838940,565 Pine St,Boston,CA,231752.14,Good,2022-07-13
AST51332042,AN94940032,Equipment,Insured asset,Ford,ModelY,1997,VIN96800861,956 Pine St,San Jose,WA,71606.52,Excellent,2021-04-21
AST18311629,AN14804168,Vehicle,Insured asset,Honda,Sedan,1995,VIN56685603,138 Pine St,Chicago,MA,83589.81,Fair,2020-04-24
AST81588398,AN60752677,Property,Insured asset,Toyota,Sedan,2009,VIN30466031,285 Pine St,Chicago,WA,236002.03,Excellent,2023-08-07
AST12204403,AN00509494,Property,Insured asset,Toyota,Truck,1997,VIN10932237,300 Pine St,San Jose,WA,171114.91,Good,2020-11-23
AST22981817,AN75219898,Equipment,Insured asset,Ford,Truck,2017,VIN50674349,699 Pine St,Miami,NY,70513.55,Poor,2018-08-09
AST43491926,AN35624810,Equipment,Insured asset,Honda,Sedan,2001,VIN65984208,984 Pine St,Chicago,WA,205263.95,Excellent,2022-09-03
AST32228317,AN36529577,Property,Insured asset,Honda,Sedan,2024,VIN32008127,952 Pine St,Dallas,IL,174827.77,Excellent,2022-04-28
AST52532221,AN26190092,Equipment,Insured asset,Honda,ModelY,2021,VIN77737543,457 Pine St,Seattle,WA,141113.79,Excellent,2021-08-20
AST50467651,AN47075614,Equipment,Insured asset,Honda,Sedan,2022,VIN88567249,344 Pine St,Dallas,FL,244063.34,Good,2021-10-09
AST21501014,AN40204873,Property,Insured asset,Toyota,Sedan,2003,VIN81743434,480 Pine St,San Jose,CA,154601.81,Excellent,2021-05-24
AST80671938,AN81085948,Property,Insured asset,Honda,ModelX,2021,VIN93817460,909 Pine St,Seattle,TX,128403.11,Fair,2022-10-05
AST29261030,AN84942907,Vehicle,Insured asset,N/A,Truck,2009,VIN05999541,297 Pine St,Austin,MA,142149.59,Fair,2018-04-22
AST27031110,AN35740692,Vehicle,Insured asset,Honda,Sedan,2003,VIN27830502,140 Pine St,Seattle,IL,233206.26,Good,2025-05-29
AST08265403,AN84587023,Vehicle,Insured asset,Honda,Sedan,2016,VIN77620985,374 Pine St,Dallas,TX,142188.36,Excellent,2024-05-06
AST90341052,AN10218007,Property,Insured asset,Ford,Sedan,1997,VIN29641301,162 Pine St,Dallas,MA,134262.53,Good,2022-02-03
AST85450922,AN70277999,Vehicle,Insured asset,Ford,ModelY,2006,VIN96481189,629 Pine St,San Jose,NY,134372.12,Fair,2021-07-17
AST86864782,AN60554021,Equipment,Insured asset,Honda,ModelY,2010,VIN38357487,953 Pine St,Chicago,TX,82106.34,Poor,2018-10-27
AST82282111,AN90211359,Property,Insured asset,N/A,ModelY,2012,VIN35000144,748 Pine St,San Jose,IL,16903.64,Poor,2021-08-02
AST48625866,AN65954408,Property,Insured asset,Ford,Sedan,2024,VIN06197421,382 Pine St,Austin,MA,28052.52,Fair,2022-03-08
AST97084969,AN21317696,Vehicle,Insured asset,Toyota,Truck,2013,VIN68276670,735 Pine St,Chicago,TX,165664.02,Excellent,2020-06-30
AST19046834,AN18173127,Property,Insured asset,Honda,ModelY,2009,VIN92908845,418 Pine St,Austin,MA,217156.26,Excellent,2025-09-12
AST88747139,AN25643658,Property,Insured asset,Toyota,Truck,2000,VIN68536443,950 Pine St,Austin,WA,207280.19,Poor,2024-08-14
AST97586607,AN24386194,Property,Insured asset,Toyota,Sedan,1998,VIN62165970,426 Pine St,San Jose,FL,74753.27,Fair,2020-10-05
AST98781646,AN75117518,Vehicle,Insured asset,Ford,ModelX,2015,VIN32336305,581 Pine St,Chicago,MA,93385.39,Fair,2019-08-18
AST84120627,AN58734793,Vehicle,Insured asset,Ford,ModelX,2007,VIN67784056,763 Pine St,Chicago,MA,222629.72,Excellent,2025-02-01
AST49773185,AN43457414,Property,Insured asset,Honda,Truck,2024,VIN21913471,637 Pine St,Boston,MA,165752.33,Poor,2024-10-22
AST76627890,AN09965982,Equipment,Insured asset,Toyota,ModelX,2018,VIN79258143,753 Pine St,Miami,MA,208734.11,Fair,2024-06-12
AST95582113,AN34701704,Vehicle,Insured asset,N/A,ModelX,2004,VIN87957076,259 Pine St,Seattle,TX,120697.96,Poor,2020-09-23
AST92726982,AN55437571,Property,Insured asset,N/A,ModelY,2023,VIN57018161,765 Pine St,Seattle,FL,28515.53,Excellent,2023-09-02
AST75565570,AN47714708,Vehicle,Insured asset,Ford,Sedan,2022,VIN82728015,940 Pine St,Miami,IL,50993.65,Fair,2020-06-24
AST84806479,AN92412912,Vehicle,Insured asset,N/A,Truck,2014,VIN68461526,705 Pine St,Chicago,CA,62546.94,Good,2019-09-09
AST55006863,AN44882998,Equipment,Insured asset,Toyota,ModelY,2015,VIN85235634,279 Pine St,Chicago,FL,233657.18,Good,2018-03-12
AST07650403,AN37428203,Vehicle,Insured asset,Toyota,Truck,1999,VIN41779285,891 Pine St,Dallas,IL,61652.12,Good,2020-02-08
AST48858748,AN85846982,Vehicle,Insured asset,N/A,Truck,2012,VIN48324485,698 Pine St,Chicago,MA,233099.75,Poor,2020-02-15
AST97861974,AN41344130,Vehicle,Insured asset,Honda,ModelX,2015,VIN19220557,854 Pine St,Miami,TX,112188.75,Poor,2020-05-26
AST23907499,AN97536669,Vehicle,Insured asset,N/A,Sedan,2006,VIN05492065,787 Pine St,Miami,IL,144239.27,Poor,2019-02-18
AST76105096,AN48166317,Equipment,Insured asset,Ford,ModelY,2018,VIN27436424,714 Pine St,Boston,FL,161487.28,Fair,2021-06-18
AST51091838,AN01568926,Vehicle,Insured asset,N/A,Sedan,2017,VIN40626732,748 Pine St,Boston,TX,53665.07,Excellent,2025-03-20
AST23134507,AN41686620,Vehicle,Insured asset,Toyota,Truck,1996,VIN17619167,558 Pine St,San Jose,MA,101580.44,Poor,2022-05-07
AST92487735,AN71715096,Vehicle,Insured asset,Honda,ModelX,2023,VIN38776040,650 Pine St,San Jose,NY,95473.74,Poor,2025-12-15
AST17688509,AN56992618,Equipment,Insured asset,Honda,ModelX,2004,VIN84779041,596 Pine St,Miami,MA,193524.35,Excellent,2020-04-25
AST55457777,AN13453389,Property,Insured asset,Ford,Truck,2015,VIN20075291,647 Pine St,San Jose,NY,33537.76,Good,2020-10-09
AST41724112,AN17601972,Vehicle,Insured asset,Toyota,Sedan,2008,VIN53068188,898 Pine St,Miami,CA,104675.98,Good,2025-08-27
AST85741311,AN75496205,Equipment,Insured asset,N/A,ModelY,2021,VIN66847733,953 Pine St,Seattle,WA,66799.25,Fair,2020-12-20
AST44357403,AN23030112,Property,Insured asset,Ford,ModelY,2018,VIN29975417,213 Pine St,Miami,IL,179470.65,Poor,2020-06-26
AST08486678,AN27532052,Property,Insured asset,N/A,Sedan,2022,VIN83767614,961 Pine St,Austin,MA,246338.14,Excellent,2020-10-15
AST27719849,AN79913844,Property,Insured asset,Toyota,ModelY,2008,VIN42527014,914 Pine St,Chicago,IL,182227.35,Good,2020-07-15
AST26770499,AN15125925,Property,Insured asset,Toyota,ModelX,2021,VIN57514871,474 Pine St,Boston,FL,230875.01,Good,2020-11-22
AST12447774,AN04393718,Property,Insured asset,N/A,ModelY,2023,VIN58568996,691 Pine St,Boston,MA,100562.33,Excellent,2025-04-17
AST08376222,AN84164485,Equipment,Insured asset,Toyota,ModelY,2019,VIN01772304,980 Pine St,Seattle,WA,167321.83,Fair,2025-07-16
AST80231680,AN79590993,Vehicle,Insured asset,Ford,Truck,2016,VIN68311278,314 Pine St,Seattle,IL,115122.19,Poor,2019-08-26
AST40993058,AN51527704,Property,Insured asset,N/A,Sedan,1997,VIN36898445,130 Pine St,Boston,NY,195115.64,Good,2022-06-29
AST93534010,AN26381699,Vehicle,Insured asset,Honda,ModelY,2014,VIN35522199,635 Pine St,Seattle,MA,50126.85,Excellent,2025-07-19
AST28154040,AN52460399,Equipment,Insured asset,Toyota,ModelX,2006,VIN01586625,825 Pine St,Dallas,TX,160811.5,Excellent,2023-06-06
AST24226911,AN25973597,Vehicle,Insured asset,Ford,ModelX,2002,VIN57376153,119 Pine St,San Jose,WA,145433.65,Good,2025-01-08
AST24129124,AN67772910,Equipment,Insured asset,N/A,Sedan,2012,VIN45506053,205 Pine St,Austin,MA,67858.99,Fair,2021-07-21
AST41684124,AN91942705,Vehicle,Insured asset,N/A,Truck,2011,VIN47193456,798 Pine St,San Jose,NY,161245.19,Excellent,2023-07-21
AST29053190,AN35125284,Property,Insured asset,Toyota,ModelX,2005,VIN92138638,446 Pine St,Seattle,TX,6836.66,Fair,2020-11-20
AST11012601,AN68083530,Property,Insured asset,Honda,Sedan,1999,VIN79366359,410 Pine St,Dallas,CA,241350.86,Fair,2018-11-10
AST58844824,AN01924033,Equipment,Insured asset,N/A,ModelY,1998,VIN28705940,737 Pine St,Boston,IL,124394.39,Fair,2022-03-22
AST68410804,AN52316001,Equipment,Insured asset,Ford,ModelY,1999,VIN52847807,963 Pine St,Boston,FL,57099.36,Poor,2018-07-08
AST18474666,AN31304524,Equipment,Insured asset,Honda,ModelX,2001,VIN64029389,998 Pine St,Boston,IL,127199.08,Poor,2025-09-27
AST37161795,AN74879946,Property,Insured asset,Ford,ModelY,2021,VIN32691222,435 Pine St,Seattle,CA,97874.29,Excellent,2024-07-11
AST19573792,AN71572853,Equipment,Insured asset,N/A,Truck,2006,VIN48562072,506 Pine St,San Jose,TX,5951.76,Poor,2024-07-18
AST12996654,AN66638642,Property,Insured asset,N/A,ModelX,1998,VIN97322956,409 Pine St,Dallas,MA,91440.5,Excellent,2025-10-30
AST93469896,AN01363304,Equipment,Insured asset,Ford,Truck,2015,VIN16078586,607 Pine St,Seattle,FL,124089.36,Fair,2018-05-29
AST40929117,AN02417353,Property,Insured asset,N/A,Truck,1999,VIN57459257,969 Pine St,Seattle,WA,227048.15,Excellent,2025-02-09
AST62623610,AN91154967,Equipment,Insured asset,N/A,Sedan,2011,VIN27714990,942 Pine St,Austin,WA,84700.48,Fair,2018-01-07
AST06403095,AN49224005,Vehicle,Insured asset,Ford,Truck,2008,VIN24445287,282 Pine St,Austin,CA,88580.63,Fair,2022-04-12
AST64972098,AN71162552,Property,Insured asset,Toyota,Sedan,1995,VIN80432390,876 Pine St,Miami,IL,238257.2,Good,2020-04-26
AST90936220,AN11376312,Equipment,Insured asset,Toyota,ModelX,2010,VIN71596504,704 Pine St,Boston,NY,219157.96,Fair,2024-12-25
AST81064746,AN67799478,Equipment,Insured asset,N/A,ModelX,2017,VIN10798676,825 Pine St,San Jose,MA,65980.71,Poor,2020-10-17
AST79372050,AN46619780,Vehicle,Insured asset,Ford,ModelX,2019,VIN76957386,107 Pine St,Dallas,NY,125205.92,Fair,2023-12-11
AST28658974,AN97964298,Property,Insured asset,N/A,ModelX,1995,VIN49242819,561 Pine St,Dallas,TX,102920.95,Poor,2025-04-04
AST31648679,AN85043273,Vehicle,Insured asset,Ford,Sedan,2020,VIN54738800,984 Pine St,Miami,NY,168453.56,Fair,2022-03-28
AST87395778,AN49586778,Vehicle,Insured asset,Toyota,Sedan,2006,VIN23825591,921 Pine St,San Jose,TX,90767.44,Fair,2019-11-16
AST99112320,AN08183789,Vehicle,Insured asset,N/A,ModelY,2017,VIN23632579,414 Pine St,Austin,IL,198922.02,Good,2021-01-04
AST87357562,AN27618266,Equipment,Insured asset,N/A,ModelX,1998,VIN49747221,401 Pine St,Austin,MA,221748.46,Fair,2023-09-04
AST75852715,AN09051167,Property,Insured asset,Ford,Truck,2011,VIN62488396,580 Pine St,Seattle,MA,94995.58,Excellent,2020-03-22
AST59439139,AN97794036,Vehicle,Insured asset,Toyota,Truck,2002,VIN51678915,149 Pine St,Miami,MA,212627.24,Poor,2019-11-08
AST40320300,AN81303042,Property,Insured asset,Toyota,Sedan,2010,VIN82637693,352 Pine St,Chicago,FL,208939.25,Excellent,2024-05-14
AST21764392,AN38971553,Equipment,Insured asset,Honda,ModelX,2023,VIN32418978,306 Pine St,San Jose,CA,14060.97,Fair,2024-10-06
AST85315494,AN22673905,Equipment,Insured asset,Toyota,ModelY,2021,VIN58902484,208 Pine St,Boston,NY,118802.13,Poor,2025-06-21
AST42987583,AN15557590,Property,Insured asset,Honda,Sedan,2022,VIN23461967,222 Pine St,Miami,FL,27552.27,Good,2020-11-16
AST95216939,AN62681987,Vehicle,Insured asset,Honda,Truck,2007,VIN88949710,780 Pine St,Boston,IL,45628.19,Poor,2025-05-31
AST49410653,AN18517866,Vehicle,Insured asset,Honda,Sedan,2004,VIN26014644,368 Pine St,Miami,CA,203485.86,Fair,2025-05-22
AST13263136,AN06492975,Vehicle,Insured asset,Honda,ModelY,2024,VIN15170706,299 Pine St,Miami,TX,41998.88,Good,2025-07-26
AST65198983,AN30089622,Equipment,Insured asset,Ford,ModelY,2013,VIN92413775,338 Pine St,Seattle,FL,192691.57,Fair,2023-11-14
AST78221311,AN84414074,Vehicle,Insured asset,N/A,ModelX,2024,VIN98952980,146 Pine St,Seattle,WA,224097.87,Fair,2022-04-26
AST26572226,AN72337601,Vehicle,Insured asset,Honda,Truck,2013,VIN52437547,546 Pine St,San Jose,CA,30319.92,Poor,2018-12-07
AST25534209,AN63686941,Property,Insured asset,Ford,ModelY,2014,VIN93879927,889 Pine St,Chicago,IL,187248.55,Good,2023-02-02
AST05506733,AN81424678,Vehicle,Insured asset,N/A,ModelY,2022,VIN36207191,807 Pine St,Seattle,FL,116816.26,Fair,2019-10-21
AST33016196,AN10468958,Equipment,Insured asset,Ford,ModelY,1999,VIN99251853,545 Pine St,Dallas,WA,238307.71,Excellent,2020-03-10
AST10071607,AN70151558,Property,Insured asset,Toyota,Sedan,1995,VIN36790963,764 Pine St,Boston,CA,81729.93,Good,2020-03-29
AST84379168,AN79862228,Equipment,Insured asset,Honda,Truck,2019,VIN36442496,763 Pine St,Miami,MA,34441.52,Good,2018-08-16
AST00759230,AN74823956,Vehicle,Insured asset,Ford,Sedan,1998,VIN34202671,339 Pine St,Miami,WA,169003.77,Good,2021-06-09
AST44787102,AN26811511,Property,Insured asset,Toyota,ModelX,2023,VIN67556609,395 Pine St,San Jose,IL,100511.04,Poor,2024-06-07
AST31081283,AN65749044,Equipment,Insured asset,Toyota,ModelY,2022,VIN50789964,371 Pine St,Dallas,WA,7930.57,Good,2022-12-18
AST43685404,AN92260524,Property,Insured asset,Honda,ModelX,2007,VIN72601514,860 Pine St,Boston,FL,228890.78,Good,2025-05-22
AST48452071,AN39141670,Vehicle,Insured asset,Honda,Truck,2013,VIN44974595,649 Pine St,Dallas,FL,50322.44,Excellent,2020-08-01
AST62644910,AN52995115,Property,Insured asset,N/A,ModelY,2012,VIN25529032,926 Pine St,San Jose,MA,162388.94,Good,2022-11-18
AST29826242,AN92397389,Vehicle,Insured asset,Ford,Truck,1998,VIN60399455,128 Pine St,Seattle,IL,38943.12,Excellent,2019-05-05
AST21424763,AN14052236,Property,Insured asset,N/A,Truck,2023,VIN11656428,128 Pine St,Chicago,IL,237129.05,Fair,2022-08-26
AST85879265,AN96447759,Vehicle,Insured asset,Honda,Sedan,2001,VIN73349748,788 Pine St,Seattle,TX,44977.83,Fair,2023-02-01
AST88083016,AN81531089,Equipment,Insured asset,Ford,Sedan,2009,VIN30088713,315 Pine St,Austin,CA,232686.0,Fair,2023-03-03
