claim_event_id,event_number,claim_id,adjuster_id,event_type,description,status,created_at,completed_at,notes,cost_usd
EV92833277,E76530532,CLM17715322,ADJ15801173,Inspection,Workflow step,Cancelled,2020-07-04,2025-01-12,Notes,1615.82
EV31666739,E86120241,CLM50401689,ADJ56759302,Update,Workflow step,Closed,2022-02-19,2020-01-04,Notes,2795.78
EV36866445,E61034287,CLM86604368,ADJ97344182,Approval,Workflow step,Closed,2022-09-20,2022-07-08,Notes,4742.97
EV94981619,E72513795,CLM76448742,ADJ38123917,Approval,Workflow step,Closed,2024-11-04,2025-04-09,Notes,4898.67
EV56360928,E48154067,CLM14899301,ADJ77517163,Approval,Workflow step,Cancelled,2021-08-02,2024-03-20,Notes,193.96
EV23770271,E06038454,CLM69795639,ADJ01660182,Inspection,Workflow step,Cancelled,2022-10-04,2025-10-19,Notes,4838.25
EV67048278,E27015625,CLM63408775,ADJ91397847,Inspection,Workflow step,Active,2024-04-18,2022-01-29,Notes,3599.5
EV31685833,E71201233,CLM35787475,ADJ76869388,Update,Workflow step,Pending,2018-11-15,2025-01-06,Notes,2881.5
EV21826749,E98565761,CLM22629429,ADJ04788974,Update,Workflow step,Pending,2021-09-21,2024-04-28,Notes,2197.65
EV52397061,E31643433,CLM65345077,ADJ97368235,Inspection,Workflow step,Closed,2023-10-27,2024-05-14,Notes,4043.84
EV12107378,E08400254,CLM41339536,ADJ14750186,Approval,Workflow step,Pending,2018-05-03,2020-12-12,Notes,1091.61
EV38077296,E67530984,CLM90850850,ADJ48773445,Inspection,Workflow step,Active,2023-06-21,2021-04-21,Notes,2527.44
EV22399350,E30253812,CLM82968147,ADJ23456215,Approval,Workflow step,Cancelled,2022-02-25,2019-06-26,Notes,588.09
EV98059939,E76490236,CLM86391881,ADJ61030989,Update,Workflow step,Cancelled,2021-09-04,2025-10-31,Notes,3435.79
EV09144417,E36290714,CLM92255616,ADJ86339822,Inspection,Workflow step,Cancelled,2018-10-11,2023-11-27,Notes,3937.81
EV48861933,E49920375,CLM79606448,ADJ99755701,Approval,Workflow step,Active,2020-04-23,2024-02-06,Notes,1525.59
EV47857714,E37128169,CLM46742864,ADJ17975096,Approval,Workflow step,Cancelled,2024-04-19,2025-07-20,Notes,1539.39
EV70548608,E31761399,CLM01028023,ADJ06111138,Approval,Workflow step,Pending,2023-12-11,2019-10-10,Notes,3603.33
EV24869098,E11747860,CLM14814257,ADJ95527560,Approval,Workflow step,Pending,2022-04-16,2025-01-20,Notes,4014.92
EV18750103,E81870846,CLM14021094,ADJ68140249,Inspection,Workflow step,Cancelled,2025-07-31,2021-09-18,Notes,1185.95
EV29686164,E11597984,CLM17685533,ADJ91029296,Update,Workflow step,Active,2021-05-20,2021-11-23,Notes,1997.46
EV06235018,E15607858,CLM65975722,ADJ33022710,Approval,Workflow step,Active,2019-11-27,2021-09-11,Notes,3138.8
EV52206146,E07745770,CLM82840561,ADJ06111138,Approval,Workflow step,Active,2023-06-22,2023-08-25,Notes,1855.36
EV35448341,E54502749,CLM43841229,ADJ69160381,Approval,Workflow step,Pending,2019-02-19,2025-01-15,Notes,634.75
EV96922681,E62904065,CLM08391459,ADJ94574633,Approval,Workflow step,Cancelled,2025-08-16,2025-12-23,Notes,4509.06
EV53120303,E16529494,CLM24082096,ADJ16368346,Update,Workflow step,Active,2023-09-14,2018-06-20,Notes,2215.78
EV51121854,E87255662,CLM87566012,ADJ80616535,Approval,Workflow step,Cancelled,2019-08-07,2025-08-02,Notes,976.82
EV12135580,E27143681,CLM90595643,ADJ03498389,Update,Workflow step,Pending,2021-10-28,2024-07-02,Notes,3982.94
EV76671344,E92706250,CLM93101986,ADJ40769060,Inspection,Workflow step,Active,2020-11-02,2025-11-19,Notes,2975.41
EV95152935,E99507389,CLM07254037,ADJ75465358,Approval,Workflow step,Cancelled,2025-05-03,2024-10-22,Notes,1191.09
EV12446870,E67587434,CLM29337055,ADJ12748068,Inspection,Workflow step,Pending,2020-04-06,2025-02-26,Notes,3453.0
EV24504826,E58974781,CLM87377514,ADJ16581008,Approval,Workflow step,Pending,2023-08-29,2018-03-11,Notes,910.75
EV22185160,E86238858,CLM16582587,ADJ45485300,Update,Workflow step,Pending,2025-02-22,2021-08-10,Notes,84.84
EV31702762,E35259299,CLM96126625,ADJ98712298,Update,Workflow step,Pending,2019-01-13,2019-09-03,Notes,3104.03
EV95024483,E48168677,CLM70670430,ADJ87825142,Approval,Workflow step,Closed,2018-06-14,2021-09-28,Notes,4111.07
EV67811362,E88001056,CLM27134019,ADJ58202776,Inspection,Workflow step,Cancelled,2022-11-22,2022-05-02,Notes,3906.47
EV08161793,E82927668,CLM99658362,ADJ74989936,Update,Workflow step,Cancelled,2019-09-27,2018-10-13,Notes,1066.46
EV32688305,E68650563,CLM02887168,ADJ92184278,Approval,Workflow step,Closed,2024-11-11,2023-01-01,Notes,4700.68
EV45997948,E64179310,CLM58204246,ADJ39384393,Update,Workflow step,Active,2024-11-12,2019-06-14,Notes,1434.63
EV83059210,E05671722,CLM11971544,ADJ40387752,Update,Workflow step,Closed,2019-12-25,2020-06-30,Notes,140.58
EV08081509,E42920624,CLM33396700,ADJ02295479,Approval,Workflow step,Active,2018-04-17,2022-08-22,Notes,1481.11
EV22825327,E04280236,CLM97698878,ADJ01281951,Update,Workflow step,Pending,2025-11-22,2025-06-16,Notes,258.36
EV05278563,E70242278,CLM29697333,ADJ49866209,Update,Workflow step,Active,2024-09-12,2024-06-21,Notes,4186.56
EV16350906,E23467145,CLM30601785,ADJ48919444,Approval,Workflow step,Active,2018-05-10,2019-08-17,Notes,66.42
EV89262835,E88404440,CLM39407042,ADJ24626605,Approval,Workflow step,Cancelled,2023-10-20,2023-01-29,Notes,1807.83
EV65608251,E74800866,CLM44505951,ADJ57559814,Approval,Workflow step,Cancelled,2018-05-25,2021-11-10,Notes,391.46
EV77832664,E39652436,CLM67803760,ADJ28662883,Update,Workflow step,Closed,2019-06-07,2021-01-07,Notes,4480.24
EV04546390,E88956398,CLM27463029,ADJ83131111,Update,Workflow step,Active,2019-01-07,2021-03-12,Notes,3166.15
EV05179525,E06289316,CLM93203588,ADJ66941149,Update,Workflow step,Active,2018-12-20,2023-11-26,Notes,2296.56
EV43404717,E41411089,CLM74381609,ADJ29626756,Inspection,Workflow step,Closed,2025-05-30,2019-10-06,Notes,1717.62
EV43028727,E22259110,CLM76947384,ADJ75563881,Inspection,Workflow step,Closed,2021-05-02,2021-03-26,Notes,4746.94
EV54176369,E96654459,CLM16681923,ADJ15628011,Approval,Workflow step,Pending,2023-05-02,2024-04-07,Notes,2745.12
EV89967188,E68116205,CLM60968331,ADJ59862089,Update,Workflow step,Pending,2020-09-19,2018-07-07,Notes,2076.33
EV84705465,E17053400,CLM85605944,ADJ24097536,Approval,Workflow step,Cancelled,2019-03-12,2025-06-24,Notes,1780.56
EV53432396,E11241966,CLM66417758,ADJ69889630,Update,Workflow step,Active,2024-08-19,2021-05-03,Notes,1921.5
EV85614103,E49057217,CLM57031436,ADJ09545435,Update,Workflow step,Pending,2022-02-05,2023-07-03,Notes,4903.48
EV09728379,E62232177,CLM56419336,ADJ78572810,Update,Workflow step,Pending,2019-03-03,2025-12-02,Notes,697.99
EV08059619,E59364663,CLM16419961,ADJ74045040,Update,Workflow step,Closed,2024-06-30,2025-01-17,Notes,3205.8
EV92100855,E09863194,CLM22393992,ADJ55617717,Inspection,Workflow step,Cancelled,2025-03-21,2022-09-19,Notes,110.92
EV20168190,E22602159,CLM55446658,ADJ63269546,Inspection,Workflow step,Closed,2025-10-10,2023-12-06,Notes,498.81
EV69088703,E57224695,CLM48616605,ADJ82090570,Approval,Workflow step,Cancelled,2025-08-23,2021-08-28,Notes,2363.9
EV48334570,E99045414,CLM36761050,ADJ73046124,Inspection,Workflow step,Pending,2023-08-21,2025-12-10,Notes,2544.68
EV15276135,E03024045,CLM39407042,ADJ18689871,Inspection,Workflow step,Active,2023-11-28,2022-09-05,Notes,3785.34
EV59490230,E43775082,CLM98169008,ADJ83242574,Approval,Workflow step,Active,2025-05-16,2020-05-14,Notes,3147.07
EV63864761,E92597307,CLM72709386,ADJ71660000,Approval,Workflow step,Pending,2021-10-10,2023-02-25,Notes,4765.89
EV04342508,E08573182,CLM16620965,ADJ31432780,Update,Workflow step,Active,2025-12-15,2022-06-09,Notes,3676.91
EV62281010,E76102443,CLM64380418,ADJ70952599,Approval,Workflow step,Cancelled,2022-11-03,2019-04-17,Notes,520.61
EV29974014,E37764181,CLM92452971,ADJ69572618,Approval,Workflow step,Pending,2019-04-26,2019-03-29,Notes,1656.36
EV80482628,E23916869,CLM18892218,ADJ60691051,Update,Workflow step,Active,2025-05-21,2022-08-27,Notes,2550.25
EV94671116,E22736192,CLM09004509,ADJ21929442,Inspection,Workflow step,Closed,2019-08-26,2024-08-27,Notes,1586.41
EV66216171,E99457392,CLM75687503,ADJ14386544,Approval,Workflow step,Pending,2020-09-30,2018-09-04,Notes,1462.41
EV73278294,E63832103,CLM53548693,ADJ49773892,Update,Workflow step,Closed,2021-10-07,2018-12-10,Notes,4751.12
EV93126130,E70569926,CLM98746245,ADJ98768726,Update,Workflow step,Pending,2022-03-02,2021-01-05,Notes,1771.15
EV22853830,E37075807,CLM99761728,ADJ82628273,Update,Workflow step,Cancelled,2019-12-29,2018-09-15,Notes,2536.95
EV68011342,E93619009,CLM79755284,ADJ29740078,Update,Workflow step,Pending,2019-06-28,2022-05-23,Notes,3650.71
EV87358887,E00499909,CLM80905530,ADJ64239963,Inspection,Workflow step,Pending,2022-04-01,2021-07-10,Notes,4340.4
EV73593453,E81082322,CLM99912492,ADJ34603301,Update,Workflow step,Active,2021-09-26,2020-01-03,Notes,2267.66
EV96585210,E01628579,CLM89247211,ADJ59809588,Update,Workflow step,Active,2024-02-23,2019-06-11,Notes,4969.53
EV66726646,E16789022,CLM12300589,ADJ63414715,Approval,Workflow step,Pending,2023-10-09,2019-03-09,Notes,4447.05
EV27194713,E72596688,CLM87565011,ADJ10151982,Update,Workflow step,Pending,2019-09-13,2021-11-06,Notes,2864.42
EV96433144,E50960562,CLM16331643,ADJ43811683,Approval,Workflow step,Active,2024-12-28,2022-01-25,Notes,4429.32
EV00573666,E43412404,CLM81317256,ADJ84242751,Approval,Workflow step,Active,2020-01-14,2022-08-22,Notes,2988.63
EV56351853,E27252080,CLM13378073,ADJ36950225,Update,Workflow step,Cancelled,2022-11-09,2024-12-26,Notes,3176.67
EV45786025,E32227260,CLM15984347,ADJ96148800,Update,Workflow step,Cancelled,2023-12-04,2025-07-29,Notes,3499.88
EV40008861,E51280686,CLM85827366,ADJ87543421,Approval,Workflow step,Cancelled,2020-01-02,2021-06-15,Notes,352.26
EV20553860,E35886568,CLM64377729,ADJ61400855,Update,Workflow step,Cancelled,2021-04-18,2022-12-24,Notes,548.63
EV37088423,E58419513,CLM98152883,ADJ32427488,Inspection,Workflow step,Active,2025-01-03,2022-10-26,Notes,4478.19
EV07154058,E27715888,CLM85174131,ADJ93170045,Approval,Workflow step,Cancelled,2022-01-18,2023-12-03,Notes,3220.19
EV70519380,E14538471,CLM66136920,ADJ33072786,Update,Workflow step,Cancelled,2021-02-15,2023-08-16,Notes,3509.24
EV46787632,E66089130,CLM33818031,ADJ95383718,Approval,Workflow step,Pending,2020-05-30,2021-08-31,Notes,2478.67
EV74446575,E55092328,CLM57254891,ADJ68932477,Inspection,Workflow step,Cancelled,2018-07-01,2024-07-06,Notes,2822.06
EV75483174,E22765348,CLM85173570,ADJ76500241,Update,Workflow step,Cancelled,2020-11-17,2024-09-09,Notes,4777.34
EV09318566,E32753340,CLM68273318,ADJ21867874,Approval,Workflow step,Pending,2025-12-11,2022-06-24,Notes,94.57
EV52341769,E80647972,CLM37897932,ADJ21993540,Inspection,Workflow step,Pending,2022-10-26,2022-03-17,Notes,2843.49
EV63487171,E20675444,CLM22428521,ADJ66270301,Approval,Workflow step,Active,2025-03-26,2018-02-28,Notes,4747.6
EV45978652,E29919877,CLM31299331,ADJ87100017,Approval,Workflow step,Active,2022-03-01,2024-08-30,Notes,3933.43
EV18458627,E76763729,CLM18078660,ADJ18608604,Update,Workflow step,Closed,2018-04-01,2022-06-20,Notes,4960.36
EV35577643,E65827701,CLM04890806,ADJ06211785,Approval,Workflow step,Active,2024-06-17,2021-05-30,Notes,1274.35
EV47159154,E33357963,CLM57812180,ADJ50378118,Update,Workflow step,Cancelled,2025-05-14,2018-08-21,Notes,1883.98
EV10562023,E55096657,CLM08107441,ADJ83181478,Approval,Workflow step,Cancelled,2023-01-10,2025-12-23,Notes,4281.73
EV31336271,E07728365,CLM32586266,ADJ91678352,Inspection,Workflow step,Active,2021-09-12,2023-07-20,Notes,2369.72
EV77576852,E43727507,CLM25391968,ADJ59566263,Update,Workflow step,Active,2018-02-02,2022-08-10,Notes,2522.56
EV49726904,E50649276,CLM79725068,ADJ73440074,Inspection,Workflow step,Closed,2018-07-26,2020-02-12,Notes,1409.69
EV11691381,E88714379,CLM46099562,ADJ86632351,Approval,Workflow step,Pending,2020-01-12,2022-05-23,Notes,2648.81
EV01582532,E52553195,CLM39654641,ADJ12408434,Approval,Workflow step,Closed,2025-05-10,2025-08-24,Notes,1522.91
EV81281548,E33246966,CLM92102148,ADJ81377492,Inspection,Workflow step,Active,2023-05-14,2022-01-10,Notes,4195.72
EV83693607,E62210969,CLM59762562,ADJ97145934,Inspection,Workflow step,Pending,2021-01-14,2018-06-01,Notes,4045.23
EV30230809,E92167833,CLM44962817,ADJ13608133,Approval,Workflow step,Cancelled,2025-09-02,2023-02-23,Notes,4804.91
EV53537098,E10119612,CLM80006339,ADJ25148940,Update,Workflow step,Active,2022-02-24,2020-02-09,Notes,1016.33
EV25632573,E73719012,CLM50285791,ADJ10185848,Inspection,Workflow step,Cancelled,2023-05-26,2019-02-04,Notes,372.16
EV72481040,E09390705,CLM58731019,ADJ77972734,Inspection,Workflow step,Pending,2023-10-20,2019-09-19,Notes,2855.08
EV39009353,E24366759,CLM37502536,ADJ60547538,Approval,Workflow step,Closed,2025-08-12,2023-05-19,Notes,1271.48
EV56399746,E05571389,CLM90339990,ADJ63414715,Inspection,Workflow step,Pending,2019-08-30,2018-04-01,Notes,4398.73
EV62510309,E72871157,CLM69161131,ADJ92015816,Inspection,Workflow step,Pending,2022-04-25,2020-08-09,Notes,4910.21
EV20726242,E55149987,CLM73224065,ADJ19917756,Inspection,Workflow step,Cancelled,2023-02-08,2022-02-25,Notes,238.64
EV10942148,E90956030,CLM84002584,ADJ99556791,Inspection,Workflow step,Pending,2025-01-22,2018-12-15,Notes,4976.78
EV29579925,E55938060,CLM63076626,ADJ92409959,Approval,Workflow step,Active,2023-10-09,2019-09-10,Notes,78.82
EV37366873,E55288203,CLM44100173,ADJ61419949,Update,Workflow step,Pending,2018-03-11,2020-11-13,Notes,4998.06
EV79222539,E35670149,CLM34323377,ADJ92940618,Update,Workflow step,Active,2022-10-11,2023-03-13,Notes,1487.06
EV52896313,E50356158,CLM91544602,ADJ85442552,Update,Workflow step,Active,2021-10-23,2021-10-18,Notes,2283.45
EV01487432,E26253325,CLM14586684,ADJ26766885,Inspection,Workflow step,Pending,2023-01-17,2018-10-16,Notes,2744.72
EV09367451,E01435159,CLM21587066,ADJ06578241,Inspection,Workflow step,Active,2024-08-19,2024-10-25,Notes,1011.93
EV92688381,E09920914,CLM27728011,ADJ87378392,Update,Workflow step,Closed,2020-12-05,2020-08-16,Notes,3208.3
EV41033652,E85819358,CLM81324952,ADJ36544266,Update,Workflow step,Closed,2020-05-05,2020-10-23,Notes,1027.71
EV83776560,E00076698,CLM44819920,ADJ05507206,Update,Workflow step,Active,2023-03-20,2023-01-18,Notes,4094.98
EV75825238,E10714258,CLM99931127,ADJ15801173,Inspection,Workflow step,Pending,2023-06-02,2022-12-17,Notes,2389.99
EV35404017,E53125440,CLM32322513,ADJ87216087,Inspection,Workflow step,Closed,2025-01-13,2023-08-25,Notes,718.55
EV78952718,E62643705,CLM12359732,ADJ14961887,Inspection,Workflow step,Closed,2025-06-07,2022-05-14,Notes,3196.39
EV65629449,E25865995,CLM32927915,ADJ66980005,Approval,Workflow step,Pending,2019-07-28,2023-03-16,Notes,2733.85
EV37707038,E53434564,CLM80101521,ADJ41893238,Inspection,Workflow step,Pending,2023-05-20,2025-03-07,Notes,474.07
EV00385983,E55911525,CLM60410232,ADJ04203025,Inspection,Workflow step,Closed,2021-01-18,2019-06-03,Notes,4719.8
EV69385440,E38706890,CLM58610881,ADJ57481788,Update,Workflow step,Active,2024-01-15,2023-04-23,Notes,3666.73
EV82490318,E08304432,CLM32878630,ADJ98428559,Inspection,Workflow step,Pending,2018-04-04,2018-08-03,Notes,811.57
EV72793446,E52544640,CLM09055877,ADJ85408653,Approval,Workflow step,Active,2025-12-15,2024-01-20,Notes,3808.46
EV44450042,E20606124,CLM21101287,ADJ54200360,Approval,Workflow step,Cancelled,2024-07-12,2025-09-27,Notes,4917.89
EV85185124,E31498466,CLM22878708,ADJ63607295,Approval,Workflow step,Cancelled,2018-10-03,2021-06-04,Notes,824.18
EV21241359,E85173087,CLM56007149,ADJ08133047,Update,Workflow step,Pending,2024-08-12,2025-08-20,Notes,4924.56
EV52162301,E40853412,CLM31365982,ADJ57754862,Inspection,Workflow step,Closed,2019-11-28,2023-08-26,Notes,2262.27
EV30784525,E29320850,CLM78717302,ADJ22122907,Update,Workflow step,Pending,2023-03-10,2025-01-04,Notes,3021.01
EV13657886,E29835835,CLM48888751,ADJ17391010,Approval,Workflow step,Active,2020-04-14,2025-03-09,Notes,2564.06
EV23988821,E55139125,CLM35280516,ADJ85582344,Approval,Workflow step,Cancelled,2023-08-12,2019-07-26,Notes,341.77
EV18162424,E38616932,CLM01616127,ADJ00926357,Update,Workflow step,Cancelled,2019-05-03,2020-11-08,Notes,2251.59
EV48571799,E32370735,CLM41151085,ADJ34202234,Approval,Workflow step,Cancelled,2020-02-13,2021-12-30,Notes,4919.18
EV94715461,E04460664,CLM49398344,ADJ23697795,Approval,Workflow step,Closed,2024-10-30,2022-04-25,Notes,2137.1
EV48999450,E10860951,CLM00156910,ADJ00480564,Update,Workflow step,Active,2020-05-16,2022-01-16,Notes,217.55
EV00913568,E72314938,CLM91867988,ADJ38255929,Approval,Workflow step,Cancelled,2025-04-06,2021-08-28,Notes,1627.52
EV82781910,E76578177,CLM27695101,ADJ68869402,Inspection,Workflow step,Active,2023-01-18,2018-12-16,Notes,4020.21
EV10419953,E85333787,CLM64200250,ADJ58571023,Approval,Workflow step,Cancelled,2018-08-18,2025-10-22,Notes,523.71
EV54118490,E34930182,CLM93162639,ADJ76117418,Update,Workflow step,Active,2020-07-29,2018-04-25,Notes,3619.94
EV93832941,E79551232,CLM89190016,ADJ82901892,Update,Workflow step,Pending,2018-03-12,2025-08-17,Notes,3874.83
EV13880288,E13955590,CLM58122033,ADJ20739880,Approval,Workflow step,Pending,2018-05-02,2025-05-25,Notes,4553.5
EV11352150,E90848199,CLM73556955,ADJ50780443,Inspection,Workflow step,Cancelled,2020-01-11,2022-04-24,Notes,1653.88
EV55165968,E56883845,CLM66512837,ADJ51306393,Inspection,Workflow step,Pending,2024-02-12,2025-01-05,Notes,1847.52
EV71860204,E92650033,CLM05486124,ADJ75532805,Approval,Workflow step,Active,2018-05-14,2025-09-13,Notes,4210.58
EV34176221,E54595474,CLM74218906,ADJ57353895,Approval,Workflow step,Active,2020-01-19,2024-06-16,Notes,1671.46
EV00056238,E90933763,CLM11392853,ADJ51143402,Inspection,Workflow step,Pending,2025-06-27,2019-03-10,Notes,1053.37
EV62546595,E42085070,CLM33675972,ADJ61187504,Inspection,Workflow step,Closed,2021-04-11,2019-11-08,Notes,1034.14
EV39728003,E99292451,CLM55109674,ADJ79623701,Update,Workflow step,Pending,2019-10-29,2025-01-10,Notes,3758.26
EV51821459,E42614448,CLM18497946,ADJ39647817,Update,Workflow step,Closed,2019-07-16,2021-04-05,Notes,2363.3
EV75589371,E94830070,CLM51064338,ADJ72654985,Inspection,Workflow step,Pending,2021-07-20,2022-10-26,Notes,4309.47
EV80206667,E60306479,CLM90813679,ADJ55617717,Update,Workflow step,Active,2025-01-03,2018-09-09,Notes,4008.2
EV81939008,E11789966,CLM86971555,ADJ43290188,Inspection,Workflow step,Active,2020-02-23,2022-08-12,Notes,4383.74
EV15016185,E82853298,CLM05344084,ADJ04531060,Inspection,Workflow step,Active,2023-04-28,2020-06-16,Notes,2470.85
EV93991318,E79067956,CLM95674448,ADJ64894404,Inspection,Workflow step,Pending,2022-03-28,2019-11-26,Notes,593.08
EV20703108,E13378992,CLM75101773,ADJ92822182,Approval,Workflow step,Pending,2021-09-04,2022-04-29,Notes,3413.09
EV44250710,E44212619,CLM85413924,ADJ57253228,Approval,Workflow step,Cancelled,2025-03-20,2021-11-18,Notes,259.5
EV41489877,E31850098,CLM11801630,ADJ80759247,Inspection,Workflow step,Pending,2024-02-14,2023-11-06,Notes,509.54
EV97686453,E01152199,CLM58377008,ADJ42377196,Inspection,Workflow step,Closed,2022-06-03,2022-04-21,Notes,1938.26
EV20603825,E06298347,CLM03669352,ADJ71652975,Update,Workflow step,Pending,2023-08-12,2024-10-27,Notes,4661.81
EV34058582,E75506493,CLM66829289,ADJ60333150,Approval,Workflow step,Pending,2024-06-22,2020-02-18,Notes,3025.62
EV37693108,E47056035,CLM16103231,ADJ31822539,Update,Workflow step,Cancelled,2021-01-22,2024-01-01,Notes,1195.35
EV78978101,E18418317,CLM51057678,ADJ66147152,Approval,Workflow step,Closed,2019-03-27,2020-11-23,Notes,1676.29
EV47567727,E25886192,CLM07232362,ADJ90269206,Approval,Workflow step,Cancelled,2019-08-20,2019-07-31,Notes,3058.32
EV54503976,E39951276,CLM71035774,ADJ06127265,Approval,Workflow step,Pending,2019-01-22,2025-07-24,Notes,4910.05
EV37533287,E32116485,CLM48766056,ADJ87556702,Approval,Workflow step,Closed,2025-10-30,2019-11-16,Notes,659.99
EV68859363,E41288780,CLM77566259,ADJ82249711,Approval,Workflow step,Closed,2022-07-27,2020-03-18,Notes,2111.84
EV02171317,E92950923,CLM04966097,ADJ37827837,Inspection,Workflow step,Active,2024-12-10,2023-02-12,Notes,3813.63
EV42236203,E20835160,CLM08605893,ADJ99290894,Approval,Workflow step,Cancelled,2019-05-04,2023-12-16,Notes,904.84
EV30585865,E33788547,CLM98362126,ADJ87481252,Approval,Workflow step,Active,2025-05-17,2019-11-27,Notes,628.17
EV86911757,E17370644,CLM02600020,ADJ99921275,Update,Workflow step,Pending,2022-12-01,2018-10-07,Notes,1771.7
EV12931803,E76518286,CLM74638855,ADJ46508672,Approval,Workflow step,Active,2025-01-05,2019-12-17,Notes,1987.65
EV04228230,E08561432,CLM97256188,ADJ90772228,Inspection,Workflow step,Cancelled,2025-07-10,2022-05-30,Notes,801.36
EV39377830,E02895196,CLM93781965,ADJ51726922,Update,Workflow step,Pending,2024-09-12,2022-10-27,Notes,3791.41
EV37033021,E96799377,CLM24808816,ADJ01692451,Inspection,Workflow step,Cancelled,2025-02-20,2020-09-10,Notes,2315.37
EV96844864,E83779746,CLM96993344,ADJ69691747,Update,Workflow step,Active,2018-10-05,2023-04-10,Notes,158.82
EV87051803,E99277922,CLM48784631,ADJ61634360,Update,Workflow step,Cancelled,2019-08-25,2024-01-18,Notes,3525.08
EV63299597,E94289921,CLM01616127,ADJ75633883,Update,Workflow step,Closed,2020-10-25,2019-07-06,Notes,4206.24
EV22983182,E40372867,CLM87607386,ADJ70462174,Approval,Workflow step,Active,2021-03-05,2021-07-20,Notes,3861.95
EV27371202,E65140097,CLM31141745,ADJ61200760,Update,Workflow step,Cancelled,2022-06-04,2024-05-23,Notes,898.29
EV42778022,E01213497,CLM91271527,ADJ62281424,Update,Workflow step,Active,2022-01-08,2021-06-15,Notes,3617.98
EV88213071,E75704131,CLM91860651,ADJ86493987,Inspection,Workflow step,Closed,2022-04-20,2023-06-23,Notes,2583.26
EV17919975,E64772915,CLM99319252,ADJ37499336,Inspection,Workflow step,Closed,2024-03-15,2021-01-12,Notes,4977.58
EV29549062,E21576690,CLM39344994,ADJ85051655,Update,Workflow step,Pending,2024-09-24,2022-02-02,Notes,2947.11
EV14822868,E50826986,CLM52601337,ADJ31166641,Approval,Workflow step,Active,2019-04-15,2023-04-15,Notes,4786.39
EV80531526,E85273677,CLM60472707,ADJ27743545,Update,Workflow step,Pending,2020-06-04,2023-01-08,Notes,4812.32
EV40442724,E24912186,CLM23694012,ADJ38928103,Update,Workflow step,Cancelled,2024-09-04,2024-08-24,Notes,3353.36
EV16307613,E54059493,CLM12099778,ADJ27797033,Inspection,Workflow step,Cancelled,2025-03-22,2023-02-18,Notes,317.38
EV98866013,E24605858,CLM10445681,ADJ33500907,Approval,Workflow step,Pending,2020-03-20,2020-07-10,Notes,4725.5
EV02977133,E74830514,CLM35132472,ADJ41623834,Update,Workflow step,Closed,2024-10-09,2018-01-18,Notes,3293.78
EV72557784,E85346563,CLM98417742,ADJ03202785,Update,Workflow step,Pending,2023-09-17,2021-09-30,Notes,4602.15
EV98203978,E34638746,CLM83340217,ADJ30686822,Approval,Workflow step,Cancelled,2020-04-25,2020-02-29,Notes,3857.47
EV67745782,E54930325,CLM31795690,ADJ66729730,Approval,Workflow step,Pending,2020-05-23,2023-02-15,Notes,882.01
EV31947138,E16376782,CLM40916308,ADJ53221958,Update,Workflow step,Active,2021-07-13,2025-09-12,Notes,1287.55
EV86719421,E36329298,CLM10942421,ADJ31499257,Inspection,Workflow step,Active,2024-07-26,2020-12-08,Notes,4142.75
EV56180549,E37013487,CLM59272543,ADJ93988839,Approval,Workflow step,Cancelled,2019-08-04,2018-11-02,Notes,3007.07
EV97622299,E81620631,CLM05701826,ADJ16566215,Update,Workflow step,Pending,2021-04-03,2019-04-14,Notes,2597.47
EV86074648,E52202974,CLM10098193,ADJ95087199,Inspection,Workflow step,Active,2022-07-27,2023-05-18,Notes,1051.04
EV26455060,E78296512,CLM39091460,ADJ74643461,Update,Workflow step,Active,2020-02-22,2023-11-07,Notes,978.86
EV64152425,E80781345,CLM36248434,ADJ69035174,Update,Workflow step,Pending,2021-12-20,2019-04-17,Notes,4394.75
EV24612380,E33831171,CLM80153315,ADJ51724914,Approval,Workflow step,Active,2024-11-19,2025-03-29,Notes,2874.38
EV83032111,E03637964,CLM33646686,ADJ46537511,Inspection,Workflow step,Closed,2023-04-09,2018-11-16,Notes,1450.94
EV78817963,E77427906,CLM64317929,ADJ03082837,Inspection,Workflow step,Closed,2018-11-04,2021-10-23,Notes,3981.57
EV85197740,E26581437,CLM30181205,ADJ92940618,Update,Workflow step,Closed,2024-09-28,2018-11-28,Notes,3486.01
EV60279093,E88051965,CLM63260388,ADJ55501064,Inspection,Workflow step,Active,2023-03-30,2020-08-14,Notes,2722.27
EV74806900,E33629973,CLM77628404,ADJ59130527,Inspection,Workflow step,Cancelled,2018-03-17,2019-01-31,Notes,2674.24
EV19035740,E09035902,CLM58094175,ADJ64687976,Update,Workflow step,Pending,2019-03-18,2018-04-22,Notes,647.68
EV92474196,E49526436,CLM67871663,ADJ24277423,Approval,Workflow step,Active,2019-07-25,2021-04-23,Notes,2849.67
EV53972866,E27773817,CLM59305597,ADJ23051724,Update,Workflow step,Cancelled,2025-03-06,2018-01-15,Notes,888.65
EV23336724,E04785242,CLM62312344,ADJ52534784,Update,Workflow step,Pending,2022-10-10,2022-01-08,Notes,1050.86
EV92543660,E76360661,CLM71957389,ADJ76949072,Inspection,Workflow step,Closed,2022-09-08,2020-09-05,Notes,1622.12
EV20555415,E65835986,CLM56197314,ADJ89535783,Update,Workflow step,Cancelled,2022-05-10,2020-02-08,Notes,1545.42
