policy_id,policy_number,policyholder_id,asset_id,policy_type,coverage_amount,deductible,premium_annual,effective_date,expiration_date,status,underwriter
POL67038915,P89295448,PH68439612,AST00982738,Auto,332040.47,9450.68,909.25,2021-10-28,2022-08-29,Closed,UW-Team
POL42662978,P93457415,PH20826178,AST97603863,Life,326430.05,9122.96,14149.94,2024-12-09,2018-11-13,Active,UW-Team
POL46940943,P73430575,PH78055995,AST48534981,Home,762911.74,3801.96,966.24,2024-08-10,2018-04-20,Cancelled,UW-Team
POL45906714,P72855700,PH08796652,AST09429253,Home,109896.79,3975.07,9683.34,2019-02-21,2025-10-18,Closed,UW-Team
POL10981728,P78749142,PH65706818,AST71066935,Auto,800571.74,1052.38,2868.54,2025-03-05,2022-04-09,Active,UW-Team
POL23647455,P23388073,PH04606581,AST37255964,Auto,612103.7,2243.18,11047.3,2022-12-19,2025-05-19,Active,UW-Team
POL77542687,P07001599,PH93281829,AST75744375,Commercial,441670.45,809.89,14092.32,2023-05-03,2019-07-07,Closed,UW-Team
POL93033910,P00098562,PH23559539,AST76627890,Commercial,354904.5,8043.97,1486.59,2021-03-14,2022-11-08,Pending,UW-Team
POL94451971,P64601666,PH91375729,AST53899466,Life,256751.97,5433.62,7775.99,2024-06-20,2019-06-10,Cancelled,UW-Team
POL76257889,P09294336,PH94690573,AST48858748,Life,504681.28,2134.43,12632.97,2025-02-09,2018-10-29,Cancelled,UW-Team
POL55567603,P93160281,PH88211209,AST24819576,Home,247280.94,2168.92,10916.03,2022-12-03,2021-11-17,Active,UW-Team
POL25597142,P02060442,PH12848706,AST41829357,Commercial,432494.93,1164.16,4185.55,2024-12-11,2023-05-25,Cancelled,UW-Team
POL14477029,P24231996,PH45879210,AST21518974,Commercial,518421.89,9873.92,11419.98,2022-01-13,2021-10-10,Cancelled,UW-Team
POL25773090,P06424653,PH12544481,AST02592733,Auto,139326.31,3603.05,2727.83,2018-05-04,2021-02-18,Pending,UW-Team
POL09993807,P96219113,PH79827942,AST01455303,Home,523488.12,1919.0,12674.04,2020-05-16,2021-03-23,Cancelled,UW-Team
POL95149456,P71678847,PH19768827,AST80297757,Life,717808.88,7607.35,7547.41,2021-12-07,2024-01-07,Active,UW-Team
POL78379112,P74528125,PH57726567,AST70380582,Commercial,675064.65,7908.5,2052.73,2021-12-30,2020-12-17,Pending,UW-Team
POL23086756,P21549498,PH02529294,AST60013903,Life,869224.06,4992.12,3328.33,2018-07-13,2022-04-22,Cancelled,UW-Team
POL06435400,P97383750,PH75573751,AST63756315,Home,763893.1,616.06,6175.29,2023-12-16,2025-12-14,Pending,UW-Team
POL08828356,P49823870,PH08812052,AST52494454,Commercial,72759.23,7132.75,7172.68,2024-10-08,2021-03-03,Closed,UW-Team
POL05374853,P73763916,PH92750521,AST01117143,Home,680679.42,2477.23,10335.55,2025-03-14,2025-05-27,Active,UW-Team
POL22185049,P31849877,PH05804147,AST83983179,Commercial,90491.8,9169.03,4443.32,2018-10-26,2022-04-11,Active,UW-Team
POL16794924,P92985609,PH50124333,AST29475211,Home,303765.04,1382.87,8993.23,2023-04-09,2020-07-17,Active,UW-Team
POL88238754,P39975429,PH09169209,AST94272469,Commercial,613023.17,4732.02,14663.9,2022-01-09,2025-06-08,Active,UW-Team
POL15548456,P34984622,PH17715460,AST37127806,Home,101918.97,2810.76,10771.72,2023-10-24,2022-05-29,Pending,UW-Team
POL48910726,P47619299,PH93857362,AST67362951,Life,712033.58,7383.06,14946.66,2021-01-01,2018-11-13,Cancelled,UW-Team
POL62503639,P43820569,PH10734870,AST34029793,Auto,943870.02,9771.28,3928.18,2021-03-17,2020-07-03,Cancelled,UW-Team
POL49921807,P18631646,PH23941485,AST71697664,Commercial,143232.57,6543.28,3469.42,2018-02-12,2022-02-23,Closed,UW-Team
POL31166824,P35338011,PH89425736,AST02537694,Auto,705871.2,2845.45,1757.5,2021-02-11,2019-04-14,Pending,UW-Team
POL93073430,P88230329,PH16008659,AST44368412,Commercial,665190.2,3910.61,11611.17,2022-03-01,2018-07-20,Closed,UW-Team
POL55771494,P51426889,PH21048661,AST25912327,Auto,109562.37,840.28,10780.03,2023-02-28,2019-08-18,Active,UW-Team
POL45333070,P77627938,PH47331031,AST32490288,Auto,601812.47,5544.02,9013.23,2019-11-30,2019-02-25,Cancelled,UW-Team
POL80544479,P09265348,PH32625562,AST04973161,Auto,701600.33,8812.9,8166.71,2023-12-27,2020-10-10,Closed,UW-Team
POL19586880,P34105955,PH14151600,AST22907338,Home,578532.52,3536.68,14508.86,2022-03-26,2019-07-22,Cancelled,UW-Team
POL53809764,P62091756,PH52384360,AST00897473,Auto,641117.14,3264.54,12918.55,2021-12-24,2024-07-12,Active,UW-Team
POL65730007,P13745291,PH11626813,AST83058557,Home,956277.97,5968.39,12514.68,2022-05-02,2025-12-11,Cancelled,UW-Team
POL39723962,P39834974,PH94528468,AST91821299,Auto,854221.83,6865.91,7071.04,2024-01-13,2018-12-03,Cancelled,UW-Team
POL16626194,P05709004,PH50691099,AST99720624,Auto,224631.31,6172.85,2947.14,2025-01-17,2019-02-25,Active,UW-Team
POL66320979,P18370782,PH26816691,AST68479350,Life,699275.52,4231.26,14713.43,2023-07-11,2020-06-09,Active,UW-Team
POL96828562,P05699291,PH56561057,AST70250920,Life,285156.43,7312.74,6377.56,2020-03-14,2021-08-02,Cancelled,UW-Team
POL45787554,P72629743,PH36468483,AST15587927,Commercial,170435.86,4704.77,6382.18,2024-03-24,2018-12-10,Cancelled,UW-Team
POL57486204,P40895138,PH46102198,AST82438906,Auto,420886.31,2876.7,981.15,2021-08-22,2020-09-16,Cancelled,UW-Team
POL14373697,P07012990,PH42002734,AST82432352,Commercial,943623.4,9305.64,3400.76,2018-12-26,2019-03-27,Pending,UW-Team
POL23293603,P38920274,PH06470774,AST03899336,Life,889455.54,5903.7,14547.83,2023-06-15,2018-11-02,Closed,UW-Team
POL86485137,P18415579,PH02182581,AST32085249,Commercial,833338.25,5355.54,14861.74,2022-05-12,2023-01-07,Active,UW-Team
POL67414241,P08125417,PH24181435,AST19512537,Life,492257.28,7722.86,6828.81,2024-12-23,2018-09-13,Closed,UW-Team
POL17367458,P68130455,PH13522075,AST37737122,Life,868037.43,7454.64,13380.9,2019-01-13,2018-03-04,Pending,UW-Team
POL47138010,P86740066,PH05193097,AST07355900,Home,650581.41,7372.46,10719.32,2025-09-29,2023-07-10,Closed,UW-Team
POL11894373,P48808247,PH05146763,AST14416725,Auto,188642.1,8689.77,5909.81,2019-04-19,2022-12-16,Active,UW-Team
POL04531689,P53295133,PH40275356,AST35041525,Commercial,233062.59,9225.06,13717.94,2018-07-29,2018-12-17,Pending,UW-Team
POL85172609,P34760652,PH55790260,AST88623414,Life,138897.35,6759.92,11674.77,2025-06-17,2021-09-19,Closed,UW-Team
POL19468241,P77490970,PH14294423,AST37985029,Life,673851.44,9216.28,5854.76,2019-06-07,2019-06-05,Cancelled,UW-Team
POL68091423,P77015762,PH73214411,AST52178251,Home,445038.7,8634.52,13631.74,2021-11-30,2020-09-27,Closed,UW-Team
POL29271660,P39621275,PH43597187,AST44839583,Home,526064.56,1070.37,13947.76,2025-09-26,2023-10-25,Pending,UW-Team
POL99436309,P40592880,PH16001603,AST00656505,Auto,728686.73,5692.8,9750.88,2023-09-17,2018-06-06,Pending,UW-Team
POL01343496,P43993462,PH03627767,AST08390757,Home,653176.25,8998.16,4249.29,2021-04-25,2025-07-24,Closed,UW-Team
POL73614690,P32053788,PH87075477,AST44980018,Life,833980.2,2229.68,5604.57,2024-09-12,2018-09-11,Cancelled,UW-Team
POL49180412,P46425213,PH19014997,AST29979064,Auto,990103.04,2330.61,12931.02,2019-10-27,2025-02-26,Closed,UW-Team
POL66737655,P78447830,PH23979471,AST95887880,Home,705354.82,517.25,2307.46,2019-02-03,2025-04-19,Closed,UW-Team
POL54692643,P48407654,PH81632038,AST36488506,Home,817274.45,2204.51,3150.59,2024-05-18,2019-06-29,Active,UW-Team
POL03175908,P71482757,PH26090288,AST99540944,Home,778513.59,9056.19,9273.01,2024-12-11,2018-09-25,Closed,UW-Team
POL73835637,P13217910,PH30602171,AST69951132,Home,489668.8,7566.71,9477.0,2021-10-31,2020-06-27,Closed,UW-Team
POL41430238,P58653220,PH85660171,AST59713817,Life,768496.43,5825.71,13430.91,2020-06-13,2021-09-17,Cancelled,UW-Team
POL06278914,P04875321,PH40202852,AST60211282,Auto,629987.13,6668.92,13774.81,2019-01-23,2025-09-26,Cancelled,UW-Team
POL57725609,P70096450,PH08085042,AST73561666,Home,939807.93,2435.05,6883.67,2018-08-15,2025-06-29,Closed,UW-Team
POL60294996,P99587046,PH82000719,AST55689717,Life,678455.25,3081.15,3980.94,2018-10-18,2018-04-11,Active,UW-Team
POL41295903,P04553529,PH41198121,AST59253062,Auto,526272.79,2152.95,13476.79,2021-06-09,2019-06-01,Cancelled,UW-Team
POL06517008,P56803213,PH66611376,AST80782640,Life,360671.14,1597.97,1696.36,2021-12-11,2022-08-18,Pending,UW-Team
POL25443416,P95346010,PH16281015,AST11980644,Home,965513.83,2846.66,8532.09,2022-07-08,2019-07-26,Pending,UW-Team
POL17869750,P33289058,PH59158141,AST48716676,Life,464414.94,3253.11,5110.85,2019-03-08,2019-09-01,Active,UW-Team
POL93104461,P90619025,PH37448318,AST84428528,Life,242756.78,3844.21,14175.43,2025-01-20,2018-08-31,Pending,UW-Team
POL63245476,P39999384,PH82278891,AST92435654,Life,425417.93,9708.8,4377.02,2018-10-20,2021-08-30,Active,UW-Team
POL71805238,P52880401,PH00184177,AST83704590,Home,194494.4,5665.92,8653.49,2018-02-17,2020-12-10,Cancelled,UW-Team
POL91551467,P24148458,PH70342308,AST64100012,Commercial,740396.32,7738.03,2778.02,2025-03-04,2020-09-26,Pending,UW-Team
POL45770943,P36106689,PH15877516,AST07512443,Home,119757.77,1621.69,2958.06,2019-08-31,2024-07-17,Cancelled,UW-Team
POL79750738,P64288368,PH83179670,AST27243926,Life,192851.28,1997.68,632.31,2019-07-19,2021-07-19,Active,UW-Team
POL04816065,P79407492,PH12275076,AST74072591,Commercial,229141.89,8791.48,9241.96,2024-02-10,2022-01-16,Pending,UW-Team
POL47684215,P92301037,PH76978231,AST76674560,Auto,556537.31,5167.02,7477.97,2025-08-28,2025-04-13,Cancelled,UW-Team
POL68638912,P25576271,PH69142640,AST62347070,Commercial,934630.75,5024.59,5229.9,2018-05-06,2024-04-14,Closed,UW-Team
POL90342487,P29522297,PH62576369,AST43902730,Life,745842.26,6674.61,3371.06,2018-11-28,2025-07-02,Pending,UW-Team
POL39301870,P30332357,PH94357466,AST52101541,Life,623801.12,1379.56,7451.54,2025-10-09,2019-02-08,Active,UW-Team
POL53300635,P40349799,PH97990750,AST42953017,Auto,821226.26,7079.11,6547.22,2020-03-22,2020-08-16,Pending,UW-Team
POL59883312,P51035696,PH37202866,AST28277852,Commercial,173374.05,2571.26,9176.18,2022-08-30,2022-01-04,Cancelled,UW-Team
POL11057920,P99910759,PH38087729,AST42991262,Auto,835888.97,6831.21,12390.45,2021-08-10,2018-01-27,Cancelled,UW-Team
POL26993496,P94737845,PH77311057,AST12768548,Commercial,721389.24,6543.53,2704.13,2025-05-08,2025-02-12,Cancelled,UW-Team
POL25347627,P50332186,PH07248876,AST05123072,Home,912384.39,3556.82,14726.67,2025-12-05,2018-11-16,Active,UW-Team
POL44783989,P53544956,PH51562854,AST50344805,Commercial,399001.72,9614.96,6457.2,2021-07-25,2025-08-22,Cancelled,UW-Team
POL68634922,P45732423,PH11202202,AST24162803,Commercial,920877.29,5791.57,8610.66,2018-01-14,2024-03-22,Cancelled,UW-Team
POL97304660,P71956869,PH42570797,AST12310638,Life,701113.07,5687.92,6237.21,2021-07-05,2019-09-30,Active,UW-Team
POL17268335,P70141577,PH12484306,AST76053961,Home,105902.06,4270.31,4749.6,2023-09-06,2024-11-28,Closed,UW-Team
POL30608668,P98246126,PH09036446,AST83530128,Home,288773.45,647.51,11845.06,2023-05-02,2025-06-19,Pending,UW-Team
POL89912962,P22819695,PH91684162,AST88812631,Commercial,195549.6,2055.62,2191.5,2023-06-06,2023-10-26,Pending,UW-Team
POL46885806,P62285602,PH18717732,AST74962738,Life,349780.44,660.12,12743.61,2025-06-25,2019-02-08,Pending,UW-Team
POL52377898,P65660288,PH32058621,AST12379462,Life,756178.59,8915.32,8947.46,2021-12-01,2022-10-22,Pending,UW-Team
POL77115479,P16238962,PH35759411,AST71672166,Life,885122.14,9901.57,12751.79,2022-12-11,2023-04-29,Active,UW-Team
POL64995906,P52164019,PH56459140,AST35932190,Life,815394.74,1026.85,3037.55,2018-01-01,2022-01-01,Pending,UW-Team
POL41734785,P33600925,PH06197187,AST78541219,Home,925230.45,7903.25,993.38,2021-04-13,2020-02-18,Cancelled,UW-Team
POL75041280,P20344001,PH57572784,AST27243926,Home,848055.93,7268.85,12610.29,2020-07-10,2022-10-06,Active,UW-Team
POL87351409,P39618196,PH57773276,AST28055638,Life,694779.23,3427.92,7749.32,2024-12-06,2025-02-14,Pending,UW-Team
POL97932757,P76943925,PH11289447,AST87283248,Life,239166.36,5302.69,11413.61,2023-02-02,2019-02-05,Closed,UW-Team
POL19681942,P11876581,PH10264876,AST27415913,Life,930697.3,6269.75,7612.57,2025-08-06,2022-01-22,Closed,UW-Team
POL11610156,P03709814,PH52317290,AST78713336,Home,966331.82,3766.78,10252.01,2018-03-23,2023-04-01,Pending,UW-Team
POL26846273,P93831332,PH86475489,AST64988433,Home,246071.66,913.83,9343.66,2018-11-08,2019-04-02,Active,UW-Team
POL37413468,P26974729,PH75526303,AST04617218,Auto,473838.13,9014.16,1445.15,2022-12-23,2018-01-22,Cancelled,UW-Team
POL50654747,P36231678,PH39801248,AST73797164,Commercial,920969.16,1375.66,12466.58,2022-07-27,2025-07-11,Cancelled,UW-Team
POL29948243,P15872118,PH81735525,AST15934415,Home,201230.32,9601.27,3266.39,2019-03-10,2024-04-01,Active,UW-Team
POL05965938,P21855011,PH26411428,AST89291582,Home,90228.32,8339.62,8276.9,2022-02-11,2021-09-14,Pending,UW-Team
POL10182887,P53525024,PH32412946,AST08820344,Auto,411412.3,9675.57,9015.66,2025-06-06,2020-09-11,Closed,UW-Team
POL20035076,P86316648,PH34723943,AST58375358,Home,280807.61,8687.33,3196.43,2025-01-03,2021-06-25,Active,UW-Team
POL62633696,P28241527,PH83938055,AST28566269,Life,133891.19,7944.96,11285.63,2025-02-06,2022-07-14,Closed,UW-Team
POL14192623,P58420630,PH18566403,AST31343147,Life,289085.02,794.02,8047.98,2019-09-14,2022-12-14,Cancelled,UW-Team
POL40387234,P86907515,PH85520636,AST29984624,Commercial,643380.75,2104.84,5838.16,2024-11-26,2025-02-19,Pending,UW-Team
POL46700243,P11417238,PH46164192,AST03337332,Commercial,910631.56,5689.99,8717.15,2023-11-04,2023-06-23,Pending,UW-Team
POL65504303,P76566309,PH80446053,AST45575307,Auto,398400.31,609.02,7495.87,2025-08-25,2024-05-22,Active,UW-Team
POL26155128,P25567681,PH37768747,AST69005588,Auto,402905.19,2816.97,5541.85,2025-05-08,2018-12-10,Cancelled,UW-Team
POL14632763,P50709172,PH46881747,AST78980746,Commercial,941634.95,9105.6,12695.7,2025-05-14,2021-04-11,Cancelled,UW-Team
POL16616719,P79311709,PH42709846,AST76913318,Home,897036.32,1802.39,7281.68,2019-12-01,2023-02-28,Active,UW-Team
POL08694240,P13674026,PH75240049,AST06896104,Home,538900.93,6134.56,4992.8,2019-02-28,2023-01-30,Pending,UW-Team
POL35326228,P96252297,PH18618732,AST70753106,Home,838120.08,2912.69,14264.13,2021-09-07,2021-07-19,Closed,UW-Team
POL70082677,P23531566,PH64019152,AST58644024,Auto,81343.34,1543.1,13230.19,2022-12-14,2018-08-31,Active,UW-Team
POL11009744,P54691597,PH77401378,AST25963020,Home,536412.91,3869.21,1495.95,2018-04-24,2024-11-10,Active,UW-Team
POL40469623,P27999258,PH55790260,AST18545209,Commercial,964903.61,2285.24,6985.27,2019-08-10,2019-03-27,Closed,UW-Team
POL77825181,P17470726,PH02370578,AST50927309,Home,878247.0,1309.85,877.07,2022-09-29,2019-05-13,Cancelled,UW-Team
POL21145276,P54795235,PH26374836,AST83702463,Auto,791447.37,2084.64,9407.33,2019-07-11,2023-11-10,Cancelled,UW-Team
POL88462435,P44898676,PH67045517,AST22316272,Commercial,270972.24,2358.31,13108.2,2019-11-08,2020-11-19,Closed,UW-Team
POL16828184,P88249634,PH28996216,AST89353734,Auto,416751.95,850.72,6780.65,2024-10-22,2018-01-04,Cancelled,UW-Team
POL90591384,P52416608,PH84074641,AST02870094,Life,735261.37,8005.48,14215.66,2023-05-02,2021-12-12,Cancelled,UW-Team
POL08350494,P90704303,PH17395299,AST27337041,Life,297854.29,1144.91,14657.38,2021-06-26,2022-05-09,Active,UW-Team
POL86711511,P47328884,PH51376334,AST82841432,Auto,561078.75,9402.74,9506.14,2019-12-03,2020-10-15,Cancelled,UW-Team
POL30341836,P85088317,PH16160824,AST01091803,Home,556136.43,3555.99,8407.12,2023-03-24,2023-05-26,Active,UW-Team
POL96557840,P38909784,PH66181841,AST90497356,Auto,373288.3,4366.57,10477.83,2022-05-16,2021-07-29,Active,UW-Team
POL68748110,P39700445,PH41282926,AST45971579,Life,123694.58,2090.4,13299.33,2025-04-30,2024-10-02,Closed,UW-Team
POL29314386,P41551568,PH92787419,AST29502898,Home,632747.85,7366.85,6293.96,2022-03-22,2019-03-15,Closed,UW-Team
POL18222866,P93185172,PH01569901,AST61534469,Auto,479645.59,7035.28,4721.58,2019-09-10,2023-10-12,Active,UW-Team
POL80056969,P58331721,PH50808716,AST20852171,Auto,703294.15,7801.34,1370.76,2022-04-08,2023-11-10,Closed,UW-Team
POL98945463,P51988120,PH27324683,AST86090480,Commercial,323813.87,2198.46,9461.87,2023-10-29,2023-04-18,Cancelled,UW-Team
POL32052210,P43075244,PH37525254,AST93709289,Auto,459003.76,3201.84,1498.53,2022-06-14,2021-02-21,Cancelled,UW-Team
POL52402038,P56238852,PH09395815,AST64843172,Auto,910263.27,6805.11,5820.86,2022-11-29,2020-07-30,Cancelled,UW-Team
POL08131744,P88168724,PH51533125,AST80623061,Auto,350597.87,3572.71,10917.63,2021-10-05,2023-02-08,Active,UW-Team
POL61714949,P40531982,PH82802837,AST25245394,Life,170658.69,3777.76,6738.36,2022-09-10,2021-09-23,Cancelled,UW-Team
POL98666344,P17626472,PH04157226,AST32981983,Life,56340.64,4907.52,4600.27,2022-09-16,2024-03-28,Cancelled,UW-Team
POL46448665,P86941402,PH09675355,AST28523140,Commercial,286687.13,7031.51,866.04,2020-04-24,2021-07-07,Active,UW-Team
POL33955965,P46726788,PH78304242,AST04136700,Auto,980448.52,8007.55,3688.84,2020-04-07,2024-12-26,Cancelled,UW-Team
POL28683658,P75843574,PH99239044,AST96737500,Commercial,234738.52,6905.8,3498.45,2018-01-13,2022-04-19,Closed,UW-Team
POL39120639,P22170291,PH31087771,AST01285604,Home,74891.26,1005.55,4933.62,2019-06-16,2025-06-03,Active,UW-Team
POL53218791,P36957526,PH00756831,AST42397754,Life,481503.4,8876.31,5776.44,2025-12-13,2022-08-14,Active,UW-Team
POL73447179,P49070456,PH20965685,AST48740295,Commercial,978934.75,9556.34,11917.51,2025-12-15,2024-08-07,Cancelled,UW-Team
POL91225889,P76159222,PH45614531,AST18724504,Commercial,595541.16,2780.21,4376.04,2020-02-14,2024-10-12,Active,UW-Team
POL99487777,P51634638,PH28364107,AST74748552,Auto,535068.43,2230.71,3986.84,2018-01-06,2022-05-21,Pending,UW-Team
POL73593538,P29225106,PH02788359,AST54594970,Home,679076.29,4701.5,8869.83,2024-07-21,2020-09-12,Cancelled,UW-Team
POL97108480,P67783168,PH61575763,AST71672166,Home,350183.28,4312.22,4073.35,2023-08-22,2024-06-15,Cancelled,UW-Team
POL62678340,P81813637,PH50282493,AST56892789,Auto,676805.79,8662.08,11276.32,2024-06-29,2018-10-08,Cancelled,UW-Team
POL32124011,P84764706,PH06789740,AST41697189,Commercial,524542.32,4886.59,7595.32,2025-10-30,2021-02-13,Active,UW-Team
POL23074972,P88405637,PH96194049,AST48740658,Home,133079.0,3751.31,12924.95,2022-07-31,2020-09-12,Active,UW-Team
POL25772721,P55464698,PH93310811,AST25371366,Home,348724.42,8636.89,10160.0,2022-01-06,2023-04-01,Closed,UW-Team
POL95962837,P92286743,PH57358453,AST99716649,Commercial,464199.56,6180.58,3306.68,2022-11-27,2018-08-11,Cancelled,UW-Team
POL70723773,P86993870,PH92859287,AST19905812,Home,424629.46,4990.01,10464.28,2020-02-01,2018-06-24,Closed,UW-Team
POL36147650,P36586492,PH17153062,AST33148161,Home,322398.09,3304.55,5273.85,2019-04-19,2025-12-21,Closed,UW-Team
POL68056400,P85878791,PH98687414,AST32895628,Life,222290.22,3538.57,14582.59,2020-05-07,2020-07-02,Closed,UW-Team
POL05990246,P18593956,PH85383788,AST31081283,Auto,765786.78,6654.33,4161.17,2024-02-24,2021-05-03,Active,UW-Team
POL80538130,P37953811,PH26322969,AST73797164,Auto,469270.47,545.38,5603.67,2024-08-25,2024-01-19,Closed,UW-Team
POL46987598,P88269182,PH47682241,AST15980972,Life,649833.4,8089.54,609.26,2019-07-13,2021-03-27,Active,UW-Team
POL23505375,P93704287,PH00637378,AST58916624,Home,459211.08,3577.18,3554.94,2021-04-14,2024-07-30,Active,UW-Team
POL90321408,P18495547,PH48452278,AST65842563,Life,167706.37,1249.52,13434.01,2021-06-16,2021-07-27,Pending,UW-Team
POL94692669,P43166700,PH88241103,AST80824588,Life,451463.68,3039.96,11113.94,2024-07-26,2025-02-17,Pending,UW-Team
POL58001039,P21188482,PH41381891,AST37003682,Auto,514596.17,2368.08,9511.15,2020-01-13,2020-03-04,Pending,UW-Team
POL52283977,P76716196,PH05249072,AST96987886,Home,503278.8,4614.29,10077.94,2025-08-08,2019-04-23,Pending,UW-Team
POL24781021,P15740816,PH16947265,AST86118766,Life,67901.08,3813.11,13766.16,2023-12-25,2025-07-26,Cancelled,UW-Team
POL24087701,P34104652,PH47490438,AST95822426,Home,598443.32,7114.37,9059.27,2024-10-14,2020-06-29,Cancelled,UW-Team
POL16587676,P69034754,PH81065780,AST82653269,Commercial,215421.75,5056.95,8049.28,2025-10-05,2018-10-05,Active,UW-Team
POL97404953,P69110676,PH30208900,AST33713794,Commercial,395832.19,3349.08,11236.28,2019-05-30,2019-03-24,Closed,UW-Team
POL12106089,P90815491,PH43270846,AST81292912,Auto,882870.95,5207.02,14598.11,2023-06-26,2022-12-18,Cancelled,UW-Team
POL95666786,P07601132,PH70115719,AST29435855,Commercial,970401.61,6036.59,6072.78,2022-02-16,2025-04-10,Cancelled,UW-Team
POL62341057,P70977926,PH74123053,AST82537384,Life,95193.35,1291.59,2488.26,2024-08-21,2020-11-09,Closed,UW-Team
POL38844125,P08731254,PH35887849,AST00406851,Home,776607.87,8299.58,9015.18,2018-05-27,2018-04-05,Cancelled,UW-Team
POL04153983,P40751370,PH24211009,AST34500383,Home,733595.37,2640.69,6142.73,2020-04-20,2024-11-27,Active,UW-Team
POL40427719,P87895978,PH81928577,AST23913616,Home,664375.43,4472.25,3517.43,2021-04-09,2021-02-27,Closed,UW-Team
POL21087404,P83611558,PH68675834,AST90166617,Commercial,571972.58,9514.03,5172.7,2019-12-25,2021-07-09,Cancelled,UW-Team
POL60370511,P19535601,PH39860248,AST98489575,Commercial,392059.89,8871.83,5957.64,2019-03-26,2020-01-22,Pending,UW-Team
POL81336449,P24177400,PH49559303,AST66989602,Life,974000.38,8024.26,14821.46,2019-08-17,2024-07-12,Closed,UW-Team
POL56789911,P95768607,PH57054192,AST76717377,Auto,644574.59,2198.11,9490.74,2018-12-30,2020-07-31,Closed,UW-Team
POL04715102,P30446974,PH71997615,AST17065779,Commercial,905174.17,4771.71,1458.18,2022-08-14,2019-06-17,Cancelled,UW-Team
POL24491472,P96521694,PH10581345,AST63018389,Auto,258092.72,7414.58,12942.17,2022-05-07,2019-08-22,Active,UW-Team
POL71586808,P54150123,PH97733906,AST45275516,Auto,863350.2,1773.27,8178.3,2025-10-31,2018-05-23,Cancelled,UW-Team
POL09036145,P89706141,PH63508268,AST09587651,Life,372847.59,7423.76,1250.94,2020-04-09,2023-09-24,Cancelled,UW-Team
POL84264041,P41074022,PH60625682,AST46734410,Life,186784.76,9851.26,13246.49,2020-12-23,2025-02-04,Pending,UW-Team
POL84481066,P26400344,PH61797460,AST02928282,Home,458096.32,2188.32,5964.47,2023-01-04,2020-07-20,Pending,UW-Team
POL30766074,P34050979,PH16688842,AST51390645,Auto,201502.88,2037.73,10098.47,2025-07-31,2024-04-11,Pending,UW-Team
POL35213923,P42485918,PH84445889,AST48056208,Life,101389.85,9956.02,6161.13,2020-03-17,2025-04-19,Active,UW-Team
POL50048223,P89104257,PH25371919,AST21455173,Auto,167105.02,4004.14,4202.2,2020-03-16,2022-10-22,Active,UW-Team
POL18025164,P54116551,PH14160975,AST66641717,Home,675940.42,6093.4,11429.83,2018-08-18,2022-12-05,Closed,UW-Team
POL85162480,P86303662,PH29691648,AST82553745,Life,843090.6,7070.31,2820.18,2022-10-19,2018-11-16,Closed,UW-Team
POL56454628,P95185682,PH93373499,AST02818061,Auto,482500.2,2834.08,9826.19,2023-09-13,2018-05-29,Active,UW-Team
POL24486923,P60994129,PH64746752,AST54187289,Auto,690206.48,3650.35,6169.16,2025-04-30,2019-07-13,Cancelled,UW-Team
POL56854569,P16530774,PH95696925,AST42473967,Commercial,764124.25,1765.4,5112.8,2020-12-12,2018-07-17,Cancelled,UW-Team
POL88728937,P49733064,PH70644591,AST41984651,Home,568572.79,1578.76,626.59,2022-11-21,2021-07-09,Active,UW-Team
POL64007343,P75160904,PH03626316,AST26502427,Life,727374.09,2930.41,13771.13,2022-08-02,2023-06-23,Active,UW-Team
POL42361707,P54383079,PH62074963,AST76816462,Commercial,647979.13,7547.23,4242.35,2022-09-06,2025-05-24,Pending,UW-Team
POL13681584,P47149189,PH97654560,AST07896084,Life,57814.9,9970.15,6109.26,2024-04-20,2025-04-30,Active,UW-Team
POL74891722,P85915215,PH82698211,AST89725847,Auto,991807.08,4689.01,2146.32,2020-03-30,2024-02-10,Closed,UW-Team
POL87839768,P47545916,PH59079709,AST86539528,Auto,75021.3,1221.84,6700.55,2019-12-14,2024-07-10,Pending,UW-Team
POL27880787,P98357534,PH33991721,AST71734701,Auto,754975.62,5657.93,12785.29,2019-09-04,2021-10-06,Closed,UW-Team
POL47066825,P78307610,PH24164545,AST16264857,Life,143742.27,6726.81,1916.51,2018-03-24,2020-07-13,Active,UW-Team
POL58860659,P69122447,PH83349549,AST04589837,Auto,409996.71,9131.43,7636.84,2019-12-12,2021-08-19,Pending,UW-Team
POL33233299,P96188204,PH71908098,AST54288922,Life,764302.46,6969.6,11626.8,2018-06-19,2024-05-23,Cancelled,UW-Team
POL04418511,P90057728,PH23775638,AST12886791,Auto,77298.83,8992.16,6619.86,2023-02-01,2021-11-07,Cancelled,UW-Team
POL88971457,P62079713,PH50770524,AST66388768,Home,942475.05,9400.73,13862.46,2019-06-07,2018-04-23,Pending,UW-Team
POL84212243,P78380547,PH35763629,AST60702314,Home,618445.74,8302.8,3977.32,2019-07-30,2020-03-07,Cancelled,UW-Team
POL58883744,P04454578,PH00295813,AST29053190,Life,778834.93,4965.71,14804.32,2018-08-24,2024-06-25,Pending,UW-Team
POL95353375,P03567674,PH91478186,AST81938410,Home,597199.7,2625.0,10862.46,2022-06-15,2020-12-17,Cancelled,UW-Team
POL25023539,P54070972,PH24835913,AST45729749,Life,541042.99,5339.58,10459.19,2023-02-21,2024-04-05,Active,UW-Team
