claim_id,claim_number,policy_id,policyholder_id,asset_id,adjuster_id,office_id,claim_type,description,incident_date,filed_date,status,estimated_loss,approved_amount,priority,incident_latitude,incident_longitude
CLM22161284,C29636532,POL38611623,PH43601249,AST01256543,ADJ07158615,OFF87991256,Collision,Claim event,2021-10-04,2023-11-16,Pending,102180.15,18367.29,Low,45.487198,-100.3453
CLM41671000,C25017662,POL49361344,PH03767443,AST40579807,ADJ78493565,OFF19299827,Liability,Claim event,2020-07-22,2024-06-03,Cancelled,41519.99,100778.2,Low,44.933811,-93.309142
CLM97317436,C32707342,POL02414664,PH03827467,AST38646017,ADJ01995923,OFF74895641,Fire,Claim event,2019-11-21,2022-12-20,Pending,81324.12,138621.55,High,39.777805,-88.136208
CLM88887723,C66281891,POL22670140,PH48931914,AST88782189,ADJ75275560,OFF32842351,Theft,Claim event,2020-10-26,2019-12-15,Closed,116352.69,1651.8,Low,28.975885,-69.448114
CLM34160191,C39028907,POL96252316,PH18359928,AST14702353,ADJ75611825,OFF21367859,Liability,Claim event,2019-09-09,2024-02-07,Pending,94735.86,89818.68,Medium,29.147388,-93.204128
CLM86608784,C72765399,POL49707776,PH82789735,AST08469051,ADJ21682286,OFF38893614,Collision,Claim event,2023-05-21,2020-07-20,Active,121412.33,51524.68,Low,44.50527,-84.533761
CLM88005168,C82944355,POL15627213,PH31640296,AST28843161,ADJ80988695,OFF89358935,Liability,Claim event,2023-07-17,2024-06-29,Cancelled,6122.61,144549.67,High,27.32922,-71.001447
CLM20141002,C00792417,POL93581815,PH87991502,AST92726982,ADJ27501267,OFF13086512,Collision,Claim event,2020-07-24,2021-01-30,Cancelled,60667.1,82355.18,High,46.896022,-78.693358
CLM47422306,C38192267,POL11586206,PH93203315,AST95788288,ADJ12198040,OFF73597330,Collision,Claim event,2020-05-24,2023-06-19,Active,134999.96,41467.96,High,30.528364,-76.303323
CLM09831114,C88299656,POL67137556,PH07327982,AST32347101,ADJ48923824,OFF91156241,Fire,Claim event,2020-12-12,2018-07-02,Closed,104227.35,51808.34,Low,39.43493,-76.287674
CLM63900144,C27415566,POL90414203,PH72118798,AST50523533,ADJ48173444,OFF66665552,Theft,Claim event,2020-08-28,2022-06-18,Cancelled,3668.06,108291.65,Low,46.04104,-98.968081
CLM94251827,C43892219,POL59668149,PH94664274,AST19113580,ADJ79168479,OFF48225632,Flood,Claim event,2019-11-25,2022-12-08,Closed,185639.03,60329.15,High,31.257367,-122.878359
CLM60083296,C50093944,POL69347861,PH75480627,AST22826295,ADJ01587840,OFF33711982,Collision,Claim event,2022-01-11,2023-10-03,Cancelled,167997.73,866.49,Medium,29.009101,-109.473203
CLM64828144,C98648228,POL08021578,PH45771674,AST47981262,ADJ17638709,OFF34612034,Fire,Claim event,2020-03-26,2020-03-05,Active,91646.39,17733.82,Low,34.485571,-117.524012
CLM52730442,C20119424,POL59082570,PH24919009,AST34964312,ADJ00770626,OFF37799125,Flood,Claim event,2025-10-12,2024-06-24,Closed,4332.5,70808.93,Medium,41.661835,-68.892289
CLM45972017,C98837568,POL92927903,PH06254082,AST16323702,ADJ21993540,OFF94946490,Collision,Claim event,2024-02-24,2022-08-08,Pending,99848.61,8775.64,High,31.892726,-108.93272
CLM19567046,C64489914,POL27299473,PH81855880,AST68894405,ADJ57569914,OFF39471021,Fire,Claim event,2025-12-17,2022-02-19,Active,186552.46,86972.79,Low,31.839482,-97.171722
CLM18893134,C94652267,POL42378453,PH21529621,AST12205050,ADJ18692550,OFF55883205,Fire,Claim event,2020-11-01,2025-09-22,Cancelled,116793.98,98421.44,Medium,25.018242,-75.935458
CLM98261954,C72347216,POL76765657,PH25427144,AST32305927,ADJ30696759,OFF84138511,Collision,Claim event,2018-06-02,2025-10-11,Active,110272.99,7671.62,Low,42.872248,-81.475187
CLM56092409,C29227345,POL08843369,PH12475266,AST39249506,ADJ53301081,OFF48236365,Flood,Claim event,2018-10-21,2023-07-21,Cancelled,118851.73,141649.99,High,31.989029,-79.466571
CLM25159260,C69740389,POL03997352,PH16955755,AST66564120,ADJ38203479,OFF49120160,Liability,Claim event,2025-10-28,2021-11-25,Cancelled,73774.91,57108.69,Low,40.301074,-103.330046
CLM97956761,C41494234,POL41164597,PH06363359,AST05837285,ADJ59023577,OFF46909682,Liability,Claim event,2021-11-13,2021-04-08,Closed,87689.18,99000.11,Low,37.599564,-97.462194
CLM63733556,C15812565,POL55473584,PH77580887,AST76835893,ADJ77381961,OFF81330315,Flood,Claim event,2020-07-05,2019-06-25,Cancelled,65126.79,141405.37,Medium,34.239282,-105.695003
CLM76901533,C69894830,POL40551926,PH61766813,AST09951485,ADJ12757641,OFF46774868,Collision,Claim event,2025-10-06,2025-08-12,Pending,98117.72,60993.58,High,45.938723,-116.472252
CLM12964715,C87752861,POL93436460,PH93680300,AST50170930,ADJ83616391,OFF31094242,Fire,Claim event,2025-04-22,2022-07-11,Cancelled,69158.49,100173.83,Medium,44.327979,-87.778515
CLM92896746,C97817223,POL21744754,PH23265649,AST76776906,ADJ45303796,OFF73808991,Liability,Claim event,2024-09-29,2021-03-29,Active,111424.56,29085.07,Low,40.542329,-110.280775
CLM64193731,C10398794,POL31605250,PH43368064,AST37161174,ADJ80649299,OFF59644278,Fire,Claim event,2019-11-04,2020-10-24,Active,52457.39,118333.33,Low,43.701896,-93.171248
CLM81780627,C62909730,POL07985095,PH65555202,AST51595061,ADJ95827477,OFF43449616,Collision,Claim event,2023-10-27,2024-06-22,Active,93192.39,141237.22,Low,41.444122,-112.313981
CLM48151270,C82522172,POL62462085,PH80448162,AST37985959,ADJ21966562,OFF05111866,Theft,Claim event,2021-03-23,2020-06-03,Closed,55775.01,31060.32,Medium,44.709755,-114.46234
CLM65713047,C29647739,POL23739914,PH03573481,AST71555938,ADJ22457520,OFF15746284,Liability,Claim event,2025-02-07,2022-11-16,Active,48514.35,113056.81,High,42.084272,-91.605552
CLM72166323,C15691881,POL65257198,PH22949268,AST48838225,ADJ34212422,OFF25045452,Liability,Claim event,2021-01-22,2022-06-03,Active,88835.61,19793.51,High,35.845703,-110.817951
CLM92859007,C70692892,POL01011902,PH99950048,AST27460090,ADJ42624806,OFF98776211,Flood,Claim event,2023-08-06,2024-11-10,Closed,169390.14,135761.14,Medium,44.229582,-120.923167
CLM74273706,C95163628,POL36038017,PH94881711,AST22383034,ADJ92636877,OFF24176007,Flood,Claim event,2021-04-08,2024-08-24,Active,196823.62,65310.27,Medium,25.329821,-98.640817
CLM90341102,C02686895,POL25204693,PH89622783,AST41489532,ADJ23924302,OFF99149824,Liability,Claim event,2018-05-03,2021-05-25,Pending,134803.24,3924.48,High,25.13243,-117.849331
CLM03412824,C87400117,POL49106851,PH47003710,AST37584945,ADJ99989829,OFF26852571,Flood,Claim event,2022-01-30,2019-09-29,Closed,141989.93,28034.62,Low,36.763844,-122.718815
CLM89066270,C68505300,POL27181289,PH47809820,AST84286955,ADJ16118509,OFF47240589,Liability,Claim event,2024-02-27,2021-03-14,Cancelled,197222.29,10946.33,Low,30.185149,-68.549642
CLM38294769,C43287201,POL98538574,PH77781776,AST24596351,ADJ41054333,OFF86872790,Liability,Claim event,2025-09-08,2023-02-26,Cancelled,40153.59,74418.61,High,46.584066,-99.451696
CLM80164421,C75747425,POL47396478,PH55189394,AST08572404,ADJ02242827,OFF72839467,Fire,Claim event,2024-07-30,2021-05-04,Active,64984.69,76704.34,Low,40.817886,-105.652358
CLM50636380,C34940482,POL79337924,PH50026462,AST47530731,ADJ37657904,OFF43440713,Flood,Claim event,2021-05-08,2020-08-04,Active,112259.78,76855.18,Medium,45.628718,-91.199586
CLM20420651,C18210617,POL12893194,PH94744256,AST29334397,ADJ47897927,OFF73597330,Liability,Claim event,2018-02-14,2022-04-05,Cancelled,144238.12,110945.97,Low,33.436822,-123.758235
CLM88805000,C20044856,POL93145297,PH93692284,AST14755635,ADJ20771474,OFF18795645,Theft,Claim event,2020-01-24,2019-07-11,Active,140117.31,127540.76,Low,41.734951,-118.069381
CLM43715671,C42186620,POL21826287,PH25442629,AST33133797,ADJ22964474,OFF56373031,Fire,Claim event,2024-05-06,2024-11-23,Pending,114180.12,71867.79,Medium,41.062356,-111.661091
CLM40065231,C51641437,POL12998743,PH06392774,AST61799340,ADJ40006883,OFF83144977,Liability,Claim event,2020-02-25,2024-04-11,Cancelled,153076.06,12535.65,Medium,39.325337,-86.338173
CLM06776231,C47993765,POL86293740,PH71080930,AST51304269,ADJ18767928,OFF49536978,Fire,Claim event,2023-11-09,2019-04-22,Cancelled,184859.15,134880.07,High,44.811964,-105.076413
CLM05533187,C70575013,POL20980687,PH93193892,AST28965821,ADJ58491942,OFF04046189,Liability,Claim event,2019-06-29,2019-03-24,Closed,79724.53,1862.1,High,44.001908,-97.247523
CLM91274737,C29083720,POL38058821,PH39214872,AST49997474,ADJ88088116,OFF66297205,Theft,Claim event,2020-12-27,2020-10-18,Cancelled,71588.44,21165.96,Low,34.869444,-105.771286
CLM63963764,C87027750,POL31377726,PH07600986,AST28543232,ADJ36544266,OFF04830107,Flood,Claim event,2023-10-10,2018-01-23,Pending,11105.14,148364.01,High,44.489155,-84.208987
CLM67482420,C42188866,POL43776281,PH13051526,AST41498165,ADJ02012411,OFF56211227,Theft,Claim event,2025-04-21,2025-10-12,Cancelled,53781.17,100496.5,Low,30.611813,-114.162677
CLM01754399,C75458883,POL67413103,PH37549734,AST57018937,ADJ48882898,OFF03838041,Flood,Claim event,2023-08-11,2021-09-12,Pending,162323.56,140705.01,High,29.396709,-95.218653
CLM42193999,C37342721,POL07423244,PH70621957,AST09526704,ADJ38564089,OFF56403735,Liability,Claim event,2023-10-17,2021-02-10,Active,82407.32,107536.31,Medium,32.372906,-117.79671
CLM35965164,C79318958,POL37990039,PH39801248,AST09719799,ADJ89484667,OFF92661824,Flood,Claim event,2024-06-16,2018-04-02,Cancelled,17593.18,94583.62,Low,43.467581,-90.142334
CLM89993259,C62326719,POL05962365,PH02975624,AST23869210,ADJ57853153,OFF27691415,Collision,Claim event,2018-04-18,2019-05-15,Closed,108730.81,72424.16,Medium,39.259553,-122.549215
CLM42180522,C98736155,POL24376961,PH54872921,AST82988624,ADJ34288539,OFF40232923,Flood,Claim event,2025-01-06,2023-06-24,Closed,51532.61,53896.75,High,45.193244,-79.353071
CLM81589681,C93372878,POL83633328,PH35895552,AST03752499,ADJ13181444,OFF43696327,Fire,Claim event,2019-12-29,2020-03-28,Closed,45270.3,143475.39,Low,34.638378,-71.209277
CLM91013465,C07040973,POL39770618,PH58292231,AST98212872,ADJ51750073,OFF11768050,Collision,Claim event,2022-04-02,2023-10-22,Closed,69591.27,103962.31,Low,26.418613,-98.187256
CLM70093446,C98756465,POL74705247,PH12721695,AST37414688,ADJ14922968,OFF00344104,Collision,Claim event,2019-06-09,2022-07-03,Pending,193776.22,23034.38,Medium,27.358452,-79.233543
CLM86735665,C63175262,POL22444757,PH52047286,AST19143185,ADJ18157860,OFF74729018,Liability,Claim event,2019-10-07,2020-12-27,Cancelled,62588.92,10059.68,Medium,32.347657,-89.977008
CLM71095268,C90779385,POL52218498,PH58941665,AST58483880,ADJ79858002,OFF16823466,Collision,Claim event,2020-02-06,2020-04-05,Cancelled,178789.23,52900.17,High,33.458605,-87.63293
CLM63834795,C67918804,POL91059081,PH26074404,AST94466069,ADJ87952155,OFF38770246,Theft,Claim event,2018-03-23,2025-11-14,Cancelled,32818.49,78102.66,Medium,31.327183,-95.334327
CLM06880540,C53593744,POL63268816,PH65426735,AST94889375,ADJ61117375,OFF27291921,Liability,Claim event,2019-09-01,2021-10-03,Pending,182310.01,49526.93,Low,41.04715,-97.497163
CLM95895098,C45791491,POL99021721,PH81679743,AST33784314,ADJ87287618,OFF85647555,Liability,Claim event,2019-11-06,2024-08-17,Pending,65021.96,114739.19,Low,34.592868,-119.444156
CLM10168042,C21463559,POL89059207,PH51623703,AST67717071,ADJ95869003,OFF89121568,Theft,Claim event,2022-08-22,2024-12-23,Cancelled,140717.62,49648.07,High,40.119317,-70.640549
CLM70495157,C40032561,POL98150630,PH70342308,AST02037378,ADJ59562770,OFF88409107,Collision,Claim event,2019-07-04,2022-02-23,Pending,98452.23,114806.93,Medium,34.718934,-111.240605
CLM99912492,C71152180,POL92346021,PH14467139,AST65703404,ADJ25675786,OFF35972913,Collision,Claim event,2021-08-06,2019-06-25,Cancelled,140796.91,96748.28,Low,36.880933,-99.080925
CLM21294687,C14561129,POL59224737,PH43622571,AST46878584,ADJ31977677,OFF78196656,Collision,Claim event,2023-07-14,2022-07-28,Active,41080.36,120597.18,Medium,29.351655,-97.555847
CLM08885543,C48229591,POL39290224,PH31751412,AST49020789,ADJ91616755,OFF43267425,Fire,Claim event,2018-10-16,2019-03-09,Cancelled,95008.52,36879.84,High,35.932729,-100.486451
CLM54716872,C98734553,POL56487526,PH92805959,AST25499638,ADJ91397847,OFF55564579,Theft,Claim event,2018-07-16,2023-04-13,Pending,112588.25,69832.6,Low,37.690279,-82.919086
CLM54296123,C69272579,POL56175015,PH50516404,AST92550509,ADJ54684740,OFF23285639,Fire,Claim event,2021-06-27,2022-11-22,Active,156454.15,22726.88,Medium,31.182521,-89.788221
CLM68762180,C09562540,POL24884466,PH96019405,AST48056559,ADJ58070884,OFF25687915,Liability,Claim event,2024-07-01,2021-02-05,Pending,63696.34,53249.63,Medium,33.118554,-73.403313
CLM54542781,C20357058,POL69520252,PH19549997,AST05251561,ADJ71304700,OFF71829455,Flood,Claim event,2019-09-08,2024-03-20,Pending,112871.74,22432.31,High,27.833421,-98.336682
CLM01510498,C01885857,POL30982344,PH72255052,AST37909673,ADJ98086123,OFF60600318,Liability,Claim event,2022-05-23,2025-03-17,Cancelled,81685.1,115819.67,Medium,43.371133,-92.38006
CLM40002776,C16471902,POL72276239,PH38630484,AST58585231,ADJ25675786,OFF50612628,Flood,Claim event,2018-08-18,2022-09-21,Active,82330.19,54366.6,High,44.672082,-122.231417
CLM14683643,C40797694,POL40828845,PH30600238,AST82653269,ADJ26510893,OFF18865553,Liability,Claim event,2018-07-23,2020-01-05,Active,1037.06,13020.58,Medium,32.832876,-119.00269
CLM82883531,C74546820,POL61891694,PH68804059,AST92494461,ADJ25561663,OFF85385876,Fire,Claim event,2019-10-06,2018-10-15,Active,173447.82,31791.43,Low,42.511547,-115.739649
CLM75661271,C35264720,POL99276524,PH41450862,AST09787177,ADJ76202949,OFF76750153,Fire,Claim event,2025-10-07,2024-03-26,Cancelled,112130.34,16579.18,Low,39.051095,-120.056972
CLM11004361,C96591613,POL12519476,PH68068004,AST44511045,ADJ74624524,OFF72380858,Fire,Claim event,2020-06-15,2020-08-04,Closed,146460.59,63018.19,Medium,35.704332,-78.910481
CLM12139928,C13239587,POL46506284,PH02436319,AST65448159,ADJ04442177,OFF05966972,Liability,Claim event,2023-09-26,2023-01-10,Pending,47463.97,53011.4,High,40.037893,-121.725586
CLM18482315,C59108393,POL53168630,PH84724663,AST28145247,ADJ56200174,OFF39016233,Flood,Claim event,2021-11-10,2024-05-28,Pending,76662.84,8734.81,Medium,40.766409,-73.628279
CLM51202621,C89679842,POL85266436,PH56723097,AST37929915,ADJ58404207,OFF77467444,Liability,Claim event,2020-09-30,2020-01-28,Cancelled,109665.0,69123.79,Low,42.001559,-96.381319
CLM78847372,C80718473,POL21218250,PH34979815,AST37211943,ADJ26143268,OFF03727932,Liability,Claim event,2022-01-09,2022-04-21,Active,104490.73,29375.89,Medium,39.513162,-78.07256
CLM16314521,C11717086,POL21559389,PH00120392,AST86481231,ADJ42344277,OFF04830107,Fire,Claim event,2021-11-16,2023-06-15,Pending,41267.18,82618.52,Medium,39.165773,-69.18433
CLM51678428,C09084728,POL63904437,PH13864457,AST78221311,ADJ86425169,OFF47107758,Fire,Claim event,2021-12-19,2020-06-14,Cancelled,33246.28,145504.22,Low,27.730442,-84.912084
CLM58710259,C01615489,POL41164597,PH18277521,AST26728487,ADJ32437911,OFF36515680,Flood,Claim event,2021-07-16,2025-04-07,Closed,33549.0,124086.17,Medium,45.380754,-119.786097
CLM80607453,C97242750,POL82461412,PH25889449,AST40254921,ADJ39789892,OFF27025960,Theft,Claim event,2023-10-06,2021-07-01,Active,128672.9,106037.36,Low,44.643744,-112.65808
CLM21763730,C37671469,POL61648308,PH26344101,AST81656036,ADJ20906015,OFF07662823,Collision,Claim event,2022-04-12,2024-10-21,Closed,154559.91,81980.65,High,46.479126,-91.194042
CLM11467032,C75631305,POL13139301,PH22697102,AST03856203,ADJ29667048,OFF94879971,Fire,Claim event,2024-03-31,2023-09-29,Pending,123161.1,88295.37,Low,25.110335,-68.94193
CLM67744484,C54216964,POL17762347,PH00264751,AST82892819,ADJ41980552,OFF78820139,Collision,Claim event,2019-07-30,2023-03-28,Cancelled,83762.02,9328.25,High,31.801184,-88.28943
CLM56348688,C93059759,POL04325467,PH98938428,AST76578569,ADJ90918408,OFF59672288,Fire,Claim event,2021-03-11,2024-01-01,Cancelled,175387.72,66764.03,High,33.825852,-92.91547
CLM40495560,C30115569,POL08666541,PH40524256,AST41284260,ADJ23643556,OFF05906113,Fire,Claim event,2019-05-04,2021-09-26,Closed,139030.13,112646.81,High,37.516037,-106.518879
CLM87673523,C71685359,POL45388695,PH55338302,AST52347976,ADJ45416419,OFF82371444,Flood,Claim event,2019-05-21,2019-12-07,Active,118541.13,131079.72,High,27.743439,-91.918497
CLM66518558,C27824029,POL22733428,PH33318795,AST81708684,ADJ46455256,OFF29971994,Collision,Claim event,2025-06-13,2025-08-18,Cancelled,117994.35,110268.56,High,35.038776,-68.744703
CLM35152066,C60635450,POL49302434,PH42825936,AST03529625,ADJ59415110,OFF26003020,Flood,Claim event,2020-01-21,2020-08-30,Cancelled,67333.11,88567.86,Medium,45.012382,-107.861622
CLM71840628,C48506138,POL30737706,PH80357953,AST42260910,ADJ45729791,OFF91579108,Fire,Claim event,2022-12-02,2023-07-29,Cancelled,46866.3,112475.32,Low,39.598532,-110.139937
CLM99278269,C01526152,POL76379943,PH92680492,AST49848854,ADJ96507063,OFF05769551,Liability,Claim event,2023-05-30,2022-01-25,Cancelled,191112.91,138232.81,Low,34.64526,-102.316196
CLM89096426,C45736175,POL91086697,PH07978626,AST35576225,ADJ99556791,OFF41819807,Collision,Claim event,2025-10-22,2025-04-22,Closed,168696.1,70433.59,Low,36.824658,-71.072024
CLM61663919,C52699024,POL23095297,PH16955755,AST93134273,ADJ51724914,OFF38101214,Liability,Claim event,2021-02-24,2025-06-29,Active,70803.49,81458.02,Low,38.783178,-90.647683
CLM87241402,C25313659,POL69172276,PH28455308,AST90628630,ADJ07142269,OFF36661410,Theft,Claim event,2021-02-27,2022-05-05,Cancelled,20287.16,135732.7,Medium,26.738544,-70.785305
CLM46485064,C99106965,POL01091012,PH18611899,AST49188070,ADJ97670205,OFF79667256,Fire,Claim event,2020-09-08,2025-06-07,Cancelled,119341.68,115338.76,Low,39.034766,-83.472971
CLM51786484,C80511289,POL46682644,PH26728537,AST71066935,ADJ41444757,OFF31160110,Flood,Claim event,2022-01-04,2020-07-20,Cancelled,93207.36,9743.88,Low,40.474803,-117.657402
CLM58467512,C76896438,POL36726147,PH22866291,AST05534007,ADJ94148566,OFF76931088,Theft,Claim event,2018-11-15,2020-01-13,Active,37037.73,38742.05,Medium,41.055209,-118.472827
CLM24137991,C26252077,POL70955900,PH71221857,AST35336540,ADJ64809785,OFF90756160,Collision,Claim event,2022-09-14,2024-01-12,Cancelled,182096.81,117030.92,Medium,37.505709,-93.505865
CLM99775737,C47362607,POL94710502,PH62670054,AST02255961,ADJ89631035,OFF76597811,Fire,Claim event,2018-02-28,2019-04-07,Cancelled,134670.15,60289.9,Medium,46.994707,-104.621255
CLM21155800,C38843501,POL08681188,PH70949290,AST60155476,ADJ70749866,OFF01310429,Theft,Claim event,2023-05-12,2023-06-25,Pending,5109.51,133384.0,Medium,42.617313,-91.109583
CLM09230823,C30922938,POL78152620,PH35048322,AST24576798,ADJ52578252,OFF15322113,Collision,Claim event,2024-12-07,2018-05-17,Closed,98993.16,91535.61,Medium,40.789679,-84.993751
CLM78498157,C77030484,POL45925531,PH51427032,AST36412187,ADJ76765143,OFF56933913,Theft,Claim event,2022-12-18,2019-09-13,Cancelled,176220.52,32174.72,Low,28.337146,-98.645874
CLM47989376,C63318635,POL90763421,PH29314124,AST13197496,ADJ70952599,OFF60292563,Fire,Claim event,2021-11-30,2022-05-01,Active,120648.84,53634.05,Medium,42.035171,-103.836894
CLM60880996,C51060657,POL06690391,PH84138680,AST46217505,ADJ49043575,OFF89509308,Theft,Claim event,2021-09-04,2023-10-03,Pending,115617.09,141361.52,High,41.156524,-113.275339
CLM94305686,C46258947,POL91657168,PH60050631,AST65701652,ADJ03704894,OFF61692883,Fire,Claim event,2024-07-05,2023-11-03,Active,116843.05,97490.77,High,28.925262,-93.802753
CLM66189381,C07621799,POL37249645,PH20155336,AST22986814,ADJ29685102,OFF88577329,Fire,Claim event,2021-11-13,2019-02-12,Active,9314.4,24720.18,Low,40.960193,-91.353709
CLM71100779,C09273498,POL36550303,PH28128773,AST19236804,ADJ89641044,OFF00292871,Flood,Claim event,2023-06-24,2022-03-07,Cancelled,192183.28,86559.41,Medium,40.822179,-71.827784
CLM85712243,C54290835,POL60228947,PH78766463,AST35144704,ADJ80186253,OFF26404527,Collision,Claim event,2020-03-20,2018-12-16,Cancelled,131244.09,24325.91,High,31.920026,-112.402691
CLM68294595,C48024908,POL11482257,PH68508975,AST63704261,ADJ81441715,OFF35866445,Flood,Claim event,2024-08-28,2023-09-02,Active,136832.58,95852.46,Medium,27.945355,-108.396708
CLM97599989,C36401580,POL60647679,PH68579797,AST42212884,ADJ60549811,OFF66502598,Collision,Claim event,2024-09-30,2019-08-10,Pending,39303.89,13520.64,Medium,38.762129,-92.900601
CLM20185499,C75328281,POL31618939,PH25706322,AST29129422,ADJ56153403,OFF42493129,Theft,Claim event,2025-05-19,2019-08-06,Active,103282.75,27378.86,Medium,37.56667,-76.7074
CLM38928157,C33986826,POL94236925,PH81250709,AST59279239,ADJ45984537,OFF57617730,Flood,Claim event,2018-08-27,2022-09-11,Active,115452.72,5697.92,High,45.802297,-86.955615
CLM51481406,C46360815,POL97331397,PH78115891,AST80253307,ADJ27369176,OFF21791013,Theft,Claim event,2024-05-20,2020-02-03,Active,161747.88,112280.33,Low,27.647198,-90.205842
CLM49641804,C95985327,POL76370082,PH89000403,AST13021366,ADJ40517078,OFF08281901,Collision,Claim event,2022-05-13,2022-05-29,Active,121916.64,37769.88,Low,42.397744,-82.94489
CLM76566434,C86570995,POL75781875,PH05071048,AST44618555,ADJ69007806,OFF49637490,Flood,Claim event,2019-10-04,2022-09-17,Cancelled,41072.38,52326.7,Medium,31.54264,-81.238925
CLM13656379,C68491974,POL96183037,PH10186933,AST45997729,ADJ44365439,OFF91258795,Collision,Claim event,2019-05-13,2025-08-10,Pending,51693.97,146389.69,High,33.006606,-91.544285
CLM46687460,C21708964,POL50755538,PH39560399,AST64659998,ADJ79107183,OFF48479704,Fire,Claim event,2025-08-22,2019-06-15,Closed,101299.4,102582.53,High,41.65861,-76.198152
CLM93983590,C13761450,POL94423103,PH89213317,AST33247075,ADJ30894902,OFF01935937,Liability,Claim event,2022-10-02,2021-05-29,Active,156673.97,114205.38,Low,42.798572,-83.037034
CLM55132496,C88163526,POL88968754,PH82999238,AST27460090,ADJ54484573,OFF36016940,Fire,Claim event,2024-07-12,2024-05-19,Pending,100368.42,140663.11,Low,36.635055,-101.576022
CLM92452971,C16317665,POL91637310,PH21449848,AST09520275,ADJ21327983,OFF72221574,Collision,Claim event,2020-06-25,2022-11-11,Closed,71641.83,102331.09,High,28.183742,-104.201077
CLM80101521,C64029962,POL24190376,PH65557647,AST60976918,ADJ18871623,OFF97421877,Liability,Claim event,2022-04-08,2020-12-16,Closed,51408.02,43265.96,High,46.256721,-123.409639
CLM75575323,C62493656,POL52359536,PH09895273,AST03032199,ADJ34749413,OFF75397452,Fire,Claim event,2021-08-03,2021-02-19,Active,48508.55,23522.2,Medium,45.60894,-122.594492
CLM81628231,C38198890,POL70462286,PH04074511,AST87395778,ADJ34336788,OFF20710058,Flood,Claim event,2021-10-23,2025-08-05,Active,152031.91,14604.56,Low,25.435521,-103.258339
CLM27074435,C20743782,POL64564212,PH13743117,AST38460108,ADJ97949293,OFF13899107,Collision,Claim event,2019-06-17,2024-05-09,Active,131716.15,96926.8,Low,47.012337,-75.905154
CLM31864097,C37985142,POL78497401,PH01265400,AST80791828,ADJ62648529,OFF20621804,Theft,Claim event,2022-08-16,2024-02-24,Active,141781.59,28661.26,Medium,41.176105,-88.075469
CLM38072683,C84716641,POL54788073,PH14233021,AST22132921,ADJ87755243,OFF12584089,Theft,Claim event,2021-10-16,2020-11-19,Cancelled,12216.07,12027.13,Medium,47.434599,-95.598506
CLM09174182,C27370424,POL93800945,PH72878259,AST92639773,ADJ88923448,OFF74891254,Collision,Claim event,2021-01-25,2019-04-03,Closed,101018.28,6093.05,High,44.027432,-110.90402
CLM25672283,C42868559,POL82643846,PH90023870,AST58081906,ADJ61113983,OFF39525167,Theft,Claim event,2020-09-14,2022-04-27,Pending,41028.05,36181.23,High,28.383252,-98.459285
CLM55467640,C79930066,POL08168355,PH98266346,AST02366481,ADJ79591942,OFF51369843,Flood,Claim event,2024-04-30,2024-03-29,Cancelled,88387.62,87464.66,Low,41.388962,-117.921531
CLM14728158,C03449914,POL53424403,PH59329551,AST79401834,ADJ97988210,OFF91436474,Flood,Claim event,2020-01-01,2018-11-19,Cancelled,82820.86,109092.98,High,40.860766,-109.004159
CLM07672161,C28952300,POL19302192,PH53277584,AST27210494,ADJ95598920,OFF37096507,Liability,Claim event,2021-01-18,2019-02-19,Active,186287.75,98539.74,Medium,28.923557,-89.829083
CLM82840561,C14227753,POL21654683,PH60111360,AST46953846,ADJ62762978,OFF74123280,Collision,Claim event,2020-02-19,2019-10-08,Active,93546.12,13741.59,Low,25.09122,-81.450963
CLM74350587,C68496672,POL62846462,PH13288746,AST91986040,ADJ96227285,OFF61550317,Liability,Claim event,2018-07-08,2019-08-28,Active,88495.37,31857.89,Medium,41.632567,-109.639239
CLM98757812,C89129040,POL81954205,PH79800354,AST22452908,ADJ30913232,OFF32110125,Liability,Claim event,2020-08-18,2022-06-09,Pending,7463.33,103195.41,Medium,47.607571,-79.747631
CLM32807264,C88539013,POL40102971,PH69965114,AST74386704,ADJ30633885,OFF03284843,Flood,Claim event,2019-09-22,2020-05-11,Active,169061.02,103861.48,Low,30.104769,-110.424155
CLM43174597,C79565100,POL36644355,PH58272491,AST89864575,ADJ97114657,OFF72610795,Liability,Claim event,2018-07-11,2018-03-23,Cancelled,131003.88,54713.35,High,44.065312,-102.66134
CLM09596451,C94389365,POL82421499,PH58559211,AST92570319,ADJ56153403,OFF23722941,Liability,Claim event,2021-05-27,2023-06-14,Active,15769.6,93660.32,Low,26.62024,-78.267641
CLM83295336,C50544126,POL34241889,PH37768747,AST34847666,ADJ57827920,OFF06527654,Fire,Claim event,2024-07-30,2024-10-08,Active,145352.59,30489.36,Low,29.765362,-84.806299
CLM07842434,C92810204,POL14191685,PH68875069,AST74319661,ADJ77850701,OFF27183630,Collision,Claim event,2024-01-21,2023-11-30,Cancelled,41956.21,22369.14,Medium,39.531136,-93.517487
CLM43574945,C99095235,POL80198402,PH07024454,AST49851749,ADJ28671758,OFF49258336,Liability,Claim event,2018-09-05,2020-09-02,Active,4324.97,28988.97,Low,37.821678,-116.430895
CLM25912025,C26079696,POL58860423,PH56371845,AST81118656,ADJ63923630,OFF58766321,Flood,Claim event,2019-07-13,2023-06-06,Cancelled,162884.17,33103.92,Medium,46.017738,-88.721752
