inspection_id,asset_id,office_id,inspection_type,status,scheduled_date,completed_date,appraised_value,inspector_notes,condition_rating
INSP87622884,AST09294684,OFF18517174,Annual,Active,2021-10-23,2024-03-30,20507.83,OK,Excellent
INSP10189229,AST86788029,OFF21139066,Initial,Active,2023-09-07,2021-12-08,144349.68,OK,Fair
INSP16816025,AST99863876,OFF60379020,Initial,Pending,2019-04-27,2018-08-21,126081.94,OK,Good
INSP35850314,AST04273505,OFF51742335,Annual,Pending,2018-05-12,2025-02-01,150228.78,OK,Fair
INSP44863228,AST94650058,OFF07863897,Annual,Pending,2023-11-18,2025-03-07,173501.61,OK,Good
INSP02815836,AST56000460,OFF23666415,Initial,Cancelled,2023-09-09,2021-06-09,77529.59,OK,Fair
INSP58539963,AST28057197,OFF22465848,Follow-up,Active,2020-06-22,2024-09-05,29032.88,OK,Good
INSP43274295,AST55809179,OFF29156148,Follow-up,Active,2025-04-24,2018-05-16,59227.61,OK,Good
INSP32547153,AST59816027,OFF87136987,Follow-up,Cancelled,2025-10-10,2019-03-21,102868.34,OK,Poor
INSP29955910,AST39413843,OFF37062279,Initial,Active,2020-04-05,2019-12-10,170740.37,OK,Excellent
INSP86316987,AST91933141,OFF03172729,Initial,Pending,2021-01-21,2022-04-03,6713.02,OK,Poor
INSP30225425,AST70730815,OFF09158470,Initial,Active,2023-11-25,2019-01-17,32317.92,OK,Good
INSP68182117,AST89958630,OFF28020216,Annual,Closed,2018-10-03,2024-05-31,176604.77,OK,Good
INSP10357741,AST19204541,OFF26497494,Follow-up,Cancelled,2020-08-30,2025-11-06,29153.21,OK,Good
INSP32280650,AST03739997,OFF31435453,Follow-up,Cancelled,2018-02-06,2023-01-20,6157.34,OK,Poor
INSP13831000,AST93924736,OFF61464995,Follow-up,Cancelled,2025-12-12,2024-04-12,98151.51,OK,Good
INSP08483850,AST31454612,OFF76837922,Annual,Cancelled,2023-09-07,2020-03-03,55285.26,OK,Fair
INSP83172751,AST71127949,OFF93965956,Initial,Active,2019-02-17,2018-05-19,85571.08,OK,Good
INSP10890590,AST56888261,OFF98649335,Annual,Active,2025-09-29,2018-10-19,64736.37,OK,Poor
INSP29196984,AST60835634,OFF48217811,Initial,Pending,2021-03-12,2025-06-08,14614.71,OK,Good
INSP21244445,AST59161380,OFF07837165,Initial,Active,2021-05-13,2023-10-31,80282.95,OK,Poor
INSP36122471,AST50894130,OFF04098883,Annual,Pending,2018-01-29,2019-11-10,22837.39,OK,Fair
INSP17493135,AST76373383,OFF46120134,Initial,Cancelled,2021-12-20,2022-06-01,68035.98,OK,Excellent
INSP27591541,AST93929646,OFF79046564,Annual,Cancelled,2022-12-12,2018-02-14,155568.34,OK,Excellent
INSP70541575,AST69405798,OFF39451293,Follow-up,Pending,2023-01-05,2023-06-26,150672.83,OK,Excellent
INSP48881097,AST72973882,OFF05119533,Follow-up,Active,2019-05-19,2020-07-15,182727.62,OK,Good
INSP60646862,AST83636697,OFF63863564,Follow-up,Active,2021-12-12,2024-06-02,88632.29,OK,Fair
INSP30072384,AST63824903,OFF03502200,Annual,Closed,2020-12-02,2020-12-23,143274.89,OK,Poor
INSP43964722,AST64479052,OFF24475643,Annual,Pending,2019-08-09,2020-08-19,35489.03,OK,Fair
INSP60843933,AST41559683,OFF39883835,Annual,Cancelled,2023-06-21,2018-11-20,114628.19,OK,Poor
INSP71127172,AST18583533,OFF40633354,Initial,Closed,2018-09-12,2018-07-07,97290.97,OK,Good
INSP21795137,AST23786383,OFF08884697,Follow-up,Cancelled,2020-05-30,2025-09-28,141158.56,OK,Good
INSP80528268,AST98968219,OFF98375440,Follow-up,Closed,2025-03-26,2019-01-18,166328.3,OK,Fair
INSP17303815,AST41460813,OFF62071718,Annual,Closed,2025-01-13,2025-06-12,139561.75,OK,Poor
INSP87255867,AST51253659,OFF80909950,Annual,Closed,2024-05-06,2025-11-11,188720.15,OK,Fair
INSP41793506,AST34018315,OFF76803357,Annual,Cancelled,2021-11-21,2024-01-29,7086.15,OK,Good
INSP04838980,AST06091851,OFF28646611,Initial,Pending,2021-03-16,2022-03-09,195654.99,OK,Good
INSP14663535,AST29025560,OFF35982504,Initial,Pending,2024-08-07,2020-02-17,117826.22,OK,Fair
INSP32499058,AST51880792,OFF51644868,Annual,Pending,2021-01-04,2021-08-02,141977.75,OK,Poor
INSP23951791,AST86265293,OFF89113865,Follow-up,Pending,2022-07-30,2022-03-18,206680.57,OK,Poor
INSP69915172,AST24288177,OFF56936426,Initial,Cancelled,2020-04-15,2021-01-20,241748.21,OK,Good
INSP02772749,AST11405452,OFF10058444,Follow-up,Active,2021-12-03,2022-05-30,232942.98,OK,Good
INSP45236527,AST94119448,OFF19089552,Initial,Active,2022-06-29,2020-01-02,213065.9,OK,Fair
INSP00000497,AST45856187,OFF11670434,Annual,Active,2023-10-21,2020-04-13,249691.31,OK,Poor
INSP18907837,AST52606249,OFF97881066,Follow-up,Closed,2025-08-25,2021-10-11,212913.61,OK,Excellent
INSP09286784,AST12425818,OFF65045278,Annual,Cancelled,2020-07-14,2022-03-17,181552.82,OK,Good
INSP46236653,AST97580829,OFF73778402,Annual,Closed,2020-07-20,2022-08-25,160976.77,OK,Excellent
INSP95434391,AST70481088,OFF94311472,Initial,Active,2019-09-07,2022-04-08,96108.84,OK,Fair
INSP67998654,AST86430859,OFF30631993,Annual,Pending,2021-03-23,2022-12-02,158168.6,OK,Good
INSP95060095,AST07650740,OFF54693859,Follow-up,Closed,2023-08-12,2018-03-31,243063.04,OK,Fair
INSP95490219,AST60629441,OFF70283503,Follow-up,Cancelled,2024-12-24,2018-09-16,249533.48,OK,Poor
INSP42516194,AST26799255,OFF05117940,Annual,Pending,2020-11-22,2024-03-22,233107.48,OK,Poor
INSP22710422,AST96265174,OFF62295758,Annual,Cancelled,2025-09-09,2023-05-04,112531.33,OK,Good
INSP13646080,AST93310769,OFF91102654,Initial,Pending,2019-10-30,2022-02-15,143776.48,OK,Good
INSP39983876,AST95265996,OFF29325804,Initial,Closed,2019-01-06,2025-08-20,10949.29,OK,Poor
INSP19628873,AST05392851,OFF52170583,Follow-up,Cancelled,2021-12-29,2019-06-06,177929.63,OK,Excellent
INSP78025939,AST68501691,OFF00857016,Annual,Active,2024-07-31,2021-06-27,64510.3,OK,Good
INSP51484663,AST62006877,OFF76197146,Initial,Active,2024-08-11,2025-11-27,6387.31,OK,Poor
INSP91922276,AST19560460,OFF17534131,Annual,Closed,2018-03-23,2021-02-22,90688.45,OK,Fair
INSP58131214,AST34232637,OFF45256709,Follow-up,Pending,2024-04-05,2024-11-01,172114.56,OK,Fair
INSP28217267,AST44013411,OFF59838891,Initial,Active,2023-07-19,2023-01-02,129923.42,OK,Excellent
INSP52244275,AST93372307,OFF78794512,Follow-up,Pending,2024-08-13,2024-04-18,131877.75,OK,Poor
INSP54839720,AST40952950,OFF72482365,Follow-up,Active,2024-03-24,2021-08-06,86744.11,OK,Excellent
INSP54416994,AST28746720,OFF60934841,Annual,Active,2022-02-02,2025-03-10,188566.49,OK,Poor
INSP97710259,AST64418270,OFF57107621,Annual,Pending,2025-02-03,2020-09-18,164477.41,OK,Poor
INSP83554368,AST86049395,OFF84597207,Follow-up,Active,2021-03-13,2024-07-14,204116.85,OK,Poor
INSP44393465,AST78726720,OFF42501676,Follow-up,Closed,2025-06-11,2024-08-24,53058.85,OK,Good
INSP89379142,AST66026237,OFF81149245,Follow-up,Closed,2025-06-22,2022-08-12,27244.77,OK,Fair
INSP62844088,AST15855302,OFF06618901,Follow-up,Cancelled,2019-10-20,2024-05-29,188302.43,OK,Good
INSP68899117,AST12443167,OFF31977584,Annual,Cancelled,2024-04-15,2022-08-16,206824.22,OK,Fair
INSP48864789,AST16170906,OFF67657398,Initial,Closed,2023-03-29,2018-03-18,115305.21,OK,Excellent
INSP49398663,AST47327846,OFF98960463,Follow-up,Active,2025-12-10,2022-03-23,148861.62,OK,Good
INSP60617639,AST68764411,OFF75627300,Follow-up,Active,2022-09-27,2020-11-14,128432.45,OK,Fair
INSP39305812,AST88451859,OFF80222146,Follow-up,Closed,2021-06-30,2021-12-30,23002.44,OK,Excellent
INSP98477828,AST38764331,OFF03807909,Initial,Active,2022-02-27,2020-11-05,248952.72,OK,Excellent
INSP23299675,AST27846567,OFF08688521,Annual,Pending,2020-06-05,2020-09-16,122295.74,OK,Good
INSP16317957,AST91824128,OFF94636464,Follow-up,Cancelled,2023-05-29,2020-02-26,216932.82,OK,Excellent
INSP91390614,AST09389347,OFF36128017,Initial,Cancelled,2018-08-26,2020-04-10,215332.67,OK,Excellent
INSP64046571,AST84902828,OFF07155525,Initial,Pending,2019-07-12,2020-06-04,170206.05,OK,Good
INSP50085890,AST70116379,OFF78971864,Follow-up,Pending,2025-05-03,2019-11-03,119848.6,OK,Good
INSP20723828,AST62121426,OFF55461388,Initial,Active,2018-09-24,2025-07-26,222472.66,OK,Fair
INSP01041683,AST58083558,OFF21129499,Follow-up,Active,2019-07-27,2021-07-17,18696.79,OK,Fair
INSP92727810,AST96737500,OFF18382029,Annual,Closed,2019-03-18,2021-08-23,58585.25,OK,Good
INSP49995604,AST74051153,OFF67216537,Annual,Active,2025-01-18,2018-06-17,179817.9,OK,Good
INSP78396713,AST83998426,OFF21490091,Annual,Active,2022-05-31,2024-02-27,102049.1,OK,Poor
INSP46431855,AST42812467,OFF04706509,Annual,Closed,2019-01-13,2024-05-21,202789.91,OK,Good
INSP66279976,AST17692263,OFF14448179,Follow-up,Pending,2021-08-30,2022-02-08,94703.54,OK,Poor
INSP65609420,AST92618098,OFF20554797,Annual,Cancelled,2025-02-20,2018-02-01,180711.85,OK,Fair
INSP07895775,AST24555097,OFF75820469,Initial,Closed,2025-08-28,2023-03-09,236310.95,OK,Fair
INSP58549129,AST34545271,OFF52795281,Follow-up,Active,2025-10-27,2023-01-09,174278.81,OK,Poor
INSP31229241,AST53387831,OFF91783634,Initial,Cancelled,2023-10-02,2024-02-10,9644.22,OK,Fair
INSP90890284,AST37523154,OFF84603041,Initial,Pending,2021-05-26,2018-01-10,123150.04,OK,Fair
INSP02369556,AST37707968,OFF01537988,Follow-up,Closed,2025-04-28,2018-10-04,178622.47,OK,Excellent
INSP43735217,AST26872328,OFF13043330,Annual,Closed,2019-02-08,2025-05-11,216670.06,OK,Good
INSP24495242,AST29047449,OFF05255797,Annual,Active,2021-08-02,2023-10-26,11636.37,OK,Good
INSP15755468,AST29112800,OFF71709247,Follow-up,Cancelled,2019-05-01,2020-02-28,109037.29,OK,Excellent
INSP16366952,AST95864119,OFF65080145,Initial,Closed,2024-12-31,2025-10-31,125036.58,OK,Good
INSP24368926,AST26327986,OFF21347380,Annual,Active,2020-05-04,2019-02-14,168983.95,OK,Excellent
INSP88529789,AST03255401,OFF65977550,Follow-up,Pending,2022-09-29,2023-03-09,174386.91,OK,Poor
INSP47374057,AST31290289,OFF24141802,Initial,Cancelled,2021-08-15,2018-06-21,32055.29,OK,Good
INSP27701043,AST62709639,OFF37278749,Follow-up,Cancelled,2022-09-04,2023-02-26,8844.7,OK,Fair
INSP02214877,AST37888585,OFF33621552,Annual,Cancelled,2025-10-07,2020-08-09,41192.58,OK,Good
INSP82678297,AST43840847,OFF14603170,Initial,Closed,2018-04-26,2024-07-14,16335.23,OK,Good
INSP33893862,AST27837780,OFF40900450,Annual,Active,2025-05-05,2019-08-24,174778.52,OK,Good
INSP33530679,AST51841167,OFF49879433,Annual,Closed,2018-12-26,2021-05-24,124563.63,OK,Excellent
INSP57806954,AST64988433,OFF77672536,Follow-up,Cancelled,2020-09-16,2025-06-07,12157.36,OK,Fair
INSP64824213,AST88097691,OFF11882614,Initial,Cancelled,2025-06-18,2022-10-11,158584.26,OK,Excellent
INSP72614813,AST84324803,OFF64331572,Annual,Cancelled,2022-11-30,2021-01-14,61885.58,OK,Excellent
INSP02388781,AST24209750,OFF34817574,Follow-up,Active,2025-08-24,2022-01-27,63394.19,OK,Poor
INSP18575283,AST31244170,OFF10577945,Annual,Pending,2018-07-17,2020-08-22,127264.1,OK,Poor
INSP76430917,AST59645581,OFF31356944,Initial,Active,2024-02-04,2020-03-22,58544.21,OK,Good
INSP85109774,AST90339813,OFF92660721,Initial,Active,2023-07-30,2023-05-05,190509.22,OK,Excellent
INSP19832494,AST02583987,OFF45845720,Initial,Active,2020-06-20,2023-03-15,34201.22,OK,Good
INSP19727248,AST54922682,OFF36316561,Follow-up,Cancelled,2024-11-29,2021-09-19,91515.75,OK,Excellent
INSP97982771,AST41087442,OFF10210458,Annual,Pending,2024-06-12,2024-12-17,188402.58,OK,Excellent
INSP34809798,AST07221658,OFF98722477,Annual,Closed,2023-06-19,2022-01-29,6042.22,OK,Poor
INSP48674893,AST18477996,OFF24472504,Initial,Cancelled,2024-01-20,2020-05-19,156148.05,OK,Fair
INSP35816158,AST73559734,OFF64659840,Annual,Closed,2018-11-14,2023-09-14,143899.2,OK,Good
INSP94668515,AST19608486,OFF47514696,Initial,Active,2024-04-01,2018-04-28,18443.48,OK,Poor
INSP15693863,AST59382763,OFF82213803,Initial,Cancelled,2024-07-09,2025-07-20,133297.65,OK,Good
INSP57377297,AST87036929,OFF79520358,Annual,Closed,2022-11-04,2019-06-18,93109.64,OK,Poor
INSP51295879,AST00024602,OFF87877750,Follow-up,Pending,2025-01-09,2018-02-05,107261.68,OK,Excellent
INSP15801394,AST42486296,OFF89516275,Initial,Closed,2025-04-05,2025-09-24,86603.37,OK,Fair
INSP19214531,AST23836162,OFF75588272,Initial,Active,2024-09-16,2024-10-18,142325.36,OK,Poor
INSP79623525,AST35748098,OFF25036315,Follow-up,Active,2025-03-20,2021-12-28,236222.39,OK,Good
INSP81004376,AST08851401,OFF58465871,Follow-up,Cancelled,2021-07-30,2019-04-11,163348.11,OK,Good
INSP25461851,AST42650236,OFF07038421,Follow-up,Pending,2024-04-20,2025-11-27,120455.73,OK,Fair
INSP28002495,AST84033660,OFF87078701,Follow-up,Closed,2025-11-05,2018-07-13,17908.25,OK,Fair
INSP67988386,AST35572588,OFF41501365,Initial,Active,2022-12-26,2022-05-26,58971.96,OK,Poor
INSP81893546,AST22455994,OFF72121985,Annual,Cancelled,2025-08-20,2025-04-11,222735.71,OK,Poor
INSP01627266,AST41498406,OFF55376523,Annual,Cancelled,2023-05-08,2020-03-29,171201.73,OK,Excellent
INSP61066317,AST71530818,OFF15419663,Annual,Pending,2024-06-02,2025-04-26,72766.3,OK,Excellent
INSP71139385,AST34282939,OFF99771295,Initial,Pending,2018-01-09,2020-03-01,54532.91,OK,Excellent
INSP16847199,AST57850476,OFF67875283,Annual,Closed,2022-07-31,2024-11-09,8688.38,OK,Good
INSP62773195,AST27620784,OFF66836861,Initial,Cancelled,2018-01-14,2021-10-15,169711.45,OK,Excellent
INSP65933824,AST58916624,OFF18887987,Initial,Cancelled,2022-12-16,2018-02-12,138040.25,OK,Fair
INSP11401497,AST60319071,OFF18023988,Follow-up,Closed,2018-04-27,2021-02-10,52390.48,OK,Excellent
INSP85117504,AST30353745,OFF16896301,Initial,Closed,2023-11-30,2021-11-20,222775.49,OK,Excellent
INSP22708935,AST22640350,OFF48236365,Follow-up,Pending,2023-07-09,2018-02-06,145058.59,OK,Fair
INSP83551258,AST44530643,OFF61451828,Annual,Closed,2022-11-12,2020-08-14,169976.16,OK,Poor
INSP24513404,AST76934588,OFF64636983,Initial,Cancelled,2019-11-27,2019-08-23,192773.72,OK,Good
INSP40898365,AST61788451,OFF96450279,Initial,Pending,2019-09-03,2018-06-08,238603.03,OK,Excellent
INSP76497980,AST44223366,OFF07094437,Annual,Closed,2024-05-15,2022-05-09,171678.33,OK,Poor
INSP13812361,AST19449630,OFF71342615,Initial,Pending,2025-03-29,2018-07-12,185270.93,OK,Excellent
INSP72411907,AST26304772,OFF86062025,Follow-up,Closed,2022-11-09,2020-11-02,103792.66,OK,Good
INSP64334856,AST54704325,OFF00824294,Annual,Closed,2021-03-28,2022-05-15,126802.84,OK,Good
INSP23132197,AST22072534,OFF47254074,Annual,Active,2019-02-01,2024-06-13,78112.37,OK,Good
INSP40829984,AST05042425,OFF06784281,Annual,Closed,2025-01-11,2023-08-30,44577.52,OK,Good
INSP50770358,AST12485832,OFF74317516,Initial,Active,2019-10-03,2020-11-04,176416.06,OK,Good
INSP59898354,AST53323409,OFF53749201,Annual,Pending,2020-07-12,2020-11-26,166011.74,OK,Poor
INSP26342084,AST45996248,OFF03654957,Annual,Active,2023-09-29,2018-02-18,243865.99,OK,Good
INSP86963830,AST83448473,OFF53158813,Initial,Closed,2025-06-07,2018-11-19,41996.48,OK,Good
INSP44461668,AST44501182,OFF00311503,Follow-up,Cancelled,2020-03-24,2023-04-15,167636.28,OK,Excellent
INSP62606568,AST45980828,OFF74105563,Annual,Cancelled,2022-06-23,2018-02-19,236808.96,OK,Fair
INSP87606040,AST84816022,OFF03821163,Annual,Pending,2019-05-21,2020-09-19,180754.61,OK,Poor
INSP74296614,AST24610779,OFF73326195,Initial,Active,2019-08-09,2020-01-11,23616.65,OK,Fair
INSP64360116,AST94077570,OFF16317030,Initial,Closed,2024-10-29,2021-07-20,98263.87,OK,Fair
INSP70565952,AST13130489,OFF02820441,Follow-up,Closed,2020-07-02,2019-04-02,236981.58,OK,Poor
INSP56417559,AST06207651,OFF01159292,Annual,Pending,2021-12-24,2023-08-14,138058.09,OK,Excellent
INSP41654718,AST03251514,OFF89133698,Annual,Active,2020-08-13,2020-11-23,233265.46,OK,Good
INSP36451507,AST88452043,OFF35298508,Initial,Cancelled,2020-09-24,2021-05-06,184716.31,OK,Fair
INSP09686689,AST58547073,OFF30631993,Initial,Cancelled,2019-07-05,2023-04-25,38395.01,OK,Excellent
INSP70990637,AST04257673,OFF55818519,Initial,Pending,2018-05-02,2025-11-06,146043.67,OK,Good
INSP89766673,AST05144355,OFF90172753,Follow-up,Pending,2022-04-26,2021-06-13,107616.82,OK,Poor
INSP10719958,AST09606150,OFF50558145,Follow-up,Cancelled,2025-09-10,2018-06-09,176916.5,OK,Excellent
INSP09749314,AST49164502,OFF71080276,Initial,Pending,2023-09-11,2021-01-19,136023.89,OK,Poor
INSP29588553,AST64096776,OFF38526916,Follow-up,Active,2025-06-28,2019-12-31,12645.58,OK,Good
INSP44300752,AST23454215,OFF72079771,Initial,Active,2018-08-23,2018-09-26,16529.22,OK,Fair
INSP48588516,AST49812062,OFF54964343,Annual,Closed,2022-01-13,2025-07-21,60670.06,OK,Fair
INSP07057388,AST37487707,OFF65436770,Annual,Closed,2020-04-21,2023-02-21,20628.25,OK,Good
INSP85490063,AST59136870,OFF66576155,Annual,Cancelled,2021-11-10,2025-11-17,68647.28,OK,Excellent
INSP00785409,AST68808238,OFF35789048,Follow-up,Pending,2019-06-10,2021-11-20,10200.55,OK,Excellent
INSP07638891,AST28874303,OFF19580038,Follow-up,Pending,2020-04-05,2018-11-12,162672.98,OK,Fair
INSP62775728,AST65417482,OFF90034035,Initial,Closed,2022-10-20,2020-05-19,228346.98,OK,Good
INSP78991893,AST85764848,OFF76295946,Initial,Closed,2025-08-23,2021-10-20,113785.53,OK,Fair
INSP98411602,AST97247588,OFF05769551,Follow-up,Cancelled,2021-01-11,2022-05-15,105938.38,OK,Excellent
INSP35334114,AST58137292,OFF53597766,Follow-up,Active,2022-08-14,2024-06-05,77156.03,OK,Fair
INSP58563761,AST40263865,OFF23872343,Follow-up,Closed,2019-05-30,2025-12-24,199289.62,OK,Excellent
INSP15400571,AST32230091,OFF32368974,Annual,Active,2020-08-22,2020-10-05,173292.99,OK,Fair
INSP98829582,AST33193075,OFF13001500,Follow-up,Cancelled,2018-10-08,2023-09-09,183116.92,OK,Fair
INSP04924381,AST08106953,OFF51166453,Annual,Active,2025-11-29,2025-09-29,7565.32,OK,Fair
INSP36806200,AST62298573,OFF24705905,Annual,Pending,2025-02-21,2023-11-06,59181.75,OK,Excellent
INSP74709681,AST30250334,OFF26367373,Initial,Closed,2025-12-14,2020-07-06,204705.29,OK,Excellent
INSP23478784,AST39288471,OFF26644135,Follow-up,Pending,2019-02-17,2020-10-18,24437.83,OK,Good
INSP70277187,AST99833813,OFF52808578,Annual,Cancelled,2019-05-04,2024-10-03,248623.94,OK,Good
INSP28296866,AST24351062,OFF12955010,Initial,Cancelled,2022-08-18,2022-06-03,247394.58,OK,Good
INSP74227106,AST46201165,OFF92924115,Initial,Cancelled,2019-09-08,2023-01-07,147625.64,OK,Good
INSP09167253,AST29861704,OFF32893822,Follow-up,Closed,2019-09-03,2019-11-09,145349.8,OK,Fair
INSP99139625,AST64447274,OFF31068158,Follow-up,Pending,2019-04-05,2023-09-17,11234.42,OK,Excellent
INSP36467039,AST73948200,OFF16231821,Annual,Cancelled,2018-05-17,2025-11-03,121871.86,OK,Good
INSP41936582,AST94499803,OFF13488244,Follow-up,Cancelled,2018-10-11,2020-06-12,166581.32,OK,Excellent
INSP92656222,AST52431279,OFF11235553,Follow-up,Closed,2021-03-10,2024-10-14,154031.67,OK,Fair
INSP16013602,AST04944374,OFF20891490,Annual,Cancelled,2023-10-29,2025-12-02,10229.71,OK,Good
INSP28309710,AST04007432,OFF96550904,Annual,Pending,2025-10-22,2025-10-02,7170.36,OK,Excellent
INSP29859142,AST15348237,OFF61223851,Initial,Closed,2018-04-21,2019-08-21,123883.06,OK,Excellent
INSP79608460,AST47231660,OFF63698005,Annual,Cancelled,2025-03-04,2020-02-17,186212.48,OK,Poor
INSP38005267,AST45734613,OFF10511449,Initial,Active,2020-08-26,2019-11-16,55333.95,OK,Good
INSP32353182,AST04731657,OFF56265988,Follow-up,Active,2025-09-05,2022-08-01,19143.82,OK,Good
INSP28743473,AST12499010,OFF35264597,Initial,Pending,2023-06-14,2019-12-19,83338.74,OK,Excellent
INSP70008844,AST32607214,OFF67660150,Follow-up,Cancelled,2025-12-06,2020-08-01,202348.96,OK,Poor
INSP54900790,AST48056559,OFF47082033,Follow-up,Active,2020-06-09,2019-01-01,54645.69,OK,Poor
INSP77789543,AST09278175,OFF19486380,Initial,Pending,2021-07-25,2021-12-21,208418.62,OK,Poor
INSP09769739,AST21980322,OFF89758807,Initial,Closed,2025-01-16,2022-06-16,136862.9,OK,Excellent
INSP91134977,AST24395132,OFF80347494,Annual,Closed,2021-07-31,2020-12-10,199140.86,OK,Good
INSP22732414,AST18941864,OFF63114873,Initial,Active,2020-07-13,2019-01-09,34876.31,OK,Poor
INSP10284515,AST46324896,OFF18009506,Initial,Active,2023-04-28,2018-05-21,22050.65,OK,Excellent
INSP15696997,AST94075507,OFF71557087,Follow-up,Active,2021-09-16,2024-09-10,199755.26,OK,Fair
INSP53103982,AST66247787,OFF74137742,Initial,Cancelled,2019-03-14,2020-10-21,90479.93,OK,Poor
INSP55699747,AST23721253,OFF63681960,Initial,Cancelled,2018-01-08,2022-04-07,85383.14,OK,Excellent
INSP85614415,AST94926991,OFF62962377,Initial,Pending,2023-12-06,2022-03-12,113376.57,OK,Poor
INSP57751164,AST60581103,OFF23960540,Annual,Active,2018-02-28,2021-02-15,202188.85,OK,Excellent
INSP39400553,AST73749620,OFF20367657,Annual,Cancelled,2023-09-09,2023-06-04,46841.33,OK,Excellent
INSP22330363,AST67433402,OFF13468499,Initial,Pending,2021-12-18,2023-12-28,73493.85,OK,Fair
INSP77871834,AST39270450,OFF41796192,Initial,Active,2025-11-21,2025-09-21,55785.85,OK,Fair
INSP25908113,AST13611103,OFF70667520,Follow-up,Pending,2025-05-03,2024-12-17,122534.38,OK,Excellent
INSP41852813,AST36016709,OFF26794612,Annual,Active,2018-10-05,2023-05-03,162603.1,OK,Good
INSP46918529,AST08528158,OFF90207825,Follow-up,Closed,2025-08-09,2018-10-21,163638.45,OK,Good
INSP33731418,AST51657947,OFF09048346,Initial,Cancelled,2023-02-19,2019-05-11,47812.52,OK,Excellent
INSP32768339,AST30258504,OFF50078685,Initial,Cancelled,2022-08-08,2022-09-29,183361.98,OK,Good
INSP50863554,AST18142149,OFF87530196,Annual,Cancelled,2019-01-11,2018-08-17,45491.37,OK,Good
INSP69001360,AST42138596,OFF42595440,Annual,Active,2021-05-25,2024-06-06,167154.42,OK,Poor
INSP14262059,AST63457742,OFF35475959,Follow-up,Pending,2021-07-27,2022-05-05,223959.67,OK,Good
INSP40220971,AST98306179,OFF41687777,Initial,Pending,2018-02-21,2024-04-16,182550.64,OK,Excellent
INSP42760395,AST52545721,OFF40909864,Follow-up,Closed,2023-03-26,2025-08-24,109481.69,OK,Fair
INSP39089396,AST34557665,OFF71031123,Follow-up,Closed,2019-06-12,2019-08-22,54870.18,OK,Poor
INSP91424029,AST99951400,OFF77801048,Follow-up,Active,2025-08-01,2020-08-03,20049.11,OK,Good
INSP29181325,AST53818898,OFF80631242,Initial,Active,2025-10-06,2021-08-11,106213.48,OK,Poor
INSP60726439,AST72794792,OFF49686005,Follow-up,Closed,2023-11-13,2019-07-13,163473.15,OK,Excellent
INSP66486727,AST38332867,OFF56054607,Annual,Active,2022-02-27,2021-05-15,127493.41,OK,Fair
INSP81460552,AST40851552,OFF47524439,Initial,Pending,2024-12-21,2022-08-21,156478.34,OK,Good
INSP43541866,AST67371481,OFF95725283,Initial,Closed,2019-11-06,2024-04-12,30633.99,OK,Good
INSP84447357,AST99173843,OFF13743145,Annual,Pending,2022-02-14,2019-07-14,128652.61,OK,Excellent
INSP74783534,AST62221964,OFF67663597,Initial,Cancelled,2021-06-13,2018-06-08,139150.7,OK,Excellent
INSP54865294,AST34292983,OFF87490946,Initial,Active,2023-10-11,2020-04-09,6727.34,OK,Excellent
INSP66109523,AST79176218,OFF17830916,Follow-up,Cancelled,2023-06-14,2024-09-03,78603.41,OK,Fair
INSP05054161,AST80540403,OFF57966919,Annual,Active,2022-03-01,2021-02-22,208958.67,OK,Fair
INSP68118068,AST61799340,OFF59312980,Annual,Cancelled,2018-08-04,2023-01-03,148220.46,OK,Poor
INSP55934701,AST65531912,OFF95257221,Annual,Pending,2019-10-31,2018-12-20,134246.12,OK,Poor
INSP53055861,AST95402067,OFF78255462,Annual,Closed,2020-05-31,2024-06-10,109251.6,OK,Good
INSP22736119,AST40770688,OFF17081112,Follow-up,Closed,2025-08-13,2021-02-13,47115.21,OK,Fair
INSP70989971,AST76578569,OFF71166339,Annual,Active,2018-05-20,2019-12-01,211371.88,OK,Good
INSP44832692,AST16494139,OFF47004776,Annual,Closed,2022-12-01,2018-04-11,63258.97,OK,Excellent
INSP24088152,AST42160276,OFF36004121,Follow-up,Active,2019-09-28,2023-01-01,91579.71,OK,Excellent
INSP60061998,AST46924402,OFF65288158,Initial,Active,2023-03-23,2020-09-22,215745.35,OK,Poor
INSP97398595,AST12257014,OFF62787306,Initial,Pending,2020-01-01,2021-01-29,180077.6,OK,Good
INSP58203755,AST06395028,OFF01852972,Initial,Cancelled,2020-01-17,2023-09-11,229729.68,OK,Good
INSP37324585,AST21072882,OFF64764834,Initial,Cancelled,2021-09-16,2018-04-13,116687.04,OK,Fair
INSP91842877,AST58317461,OFF23496771,Annual,Cancelled,2025-01-12,2025-05-09,159893.01,OK,Good
INSP71957868,AST75307186,OFF67281387,Annual,Pending,2018-01-15,2020-08-05,38829.37,OK,Fair
INSP88011950,AST25605126,OFF12041931,Annual,Cancelled,2024-04-24,2022-07-28,12557.05,OK,Excellent
INSP25658534,AST43665164,OFF47518358,Initial,Active,2024-04-09,2019-10-20,103413.44,OK,Poor
INSP46909770,AST18487067,OFF16523095,Initial,Cancelled,2021-08-30,2024-09-24,132168.19,OK,Poor
INSP29306868,AST10161042,OFF24475643,Follow-up,Pending,2021-01-18,2018-07-22,210713.48,OK,Fair
INSP06810073,AST12624400,OFF26682899,Annual,Cancelled,2025-08-27,2019-06-24,81767.86,OK,Fair
